date,time,temperature,humidity,windspeed,pressure,visibility,sunrise,sunset,weather
2016-01-17,3,0,92,12,1009,10,8,18,Clear
2016-01-17,6,-1,92,4,1010,10,8,18,Sunny
2016-01-17,9,1,73,11,1011,10,8,18,Partly cloudy
2016-01-17,12,2,73,7,1010,10,8,18,Overcast
2016-01-17,15,0,81,9,1008,10,8,18,Overcast
2016-01-17,18,0,92,10,1005,10,8,18,Overcast
2016-01-17,21,-1,94,14,1004,2,8,18,Heavy snow
2016-01-18,0,-2,93,11,1002,10,8,18,Overcast
2016-01-18,3,-3,96,13,1001,2,8,18,Heavy snow
2016-01-18,6,-2,96,8,1002,2,8,18,Mist
2016-01-18,9,-5,84,25,1003,5,8,18,Patchy heavy snow
2016-01-18,12,-3,79,21,1002,10,8,18,Overcast
2016-01-18,15,-6,78,24,1004,7,8,18,Moderate or heavy snow showers
2016-01-18,18,-7,82,15,1006,10,8,18,Partly cloudy
2016-01-18,21,-8,83,20,1007,10,8,18,Partly cloudy
2016-01-19,0,-9,83,18,1006,10,8,18,Clear
2016-01-19,3,-10,78,25,1007,10,8,18,Clear
2016-01-19,6,-9,81,17,1007,10,8,18,Partly cloudy
2016-01-19,9,-7,67,31,1007,10,8,18,Partly cloudy
2016-01-19,12,-5,70,24,1005,10,8,18,Overcast
2016-01-19,15,-6,71,30,1008,10,8,18,Sunny
2016-01-19,18,-7,80,15,1010,10,8,18,Partly cloudy
2016-01-19,21,-8,85,14,1012,10,8,18,Partly cloudy
2016-01-20,0,-7,87,12,1013,10,8,18,Clear
2016-01-20,3,-7,83,19,1015,10,8,18,Clear
2016-01-20,6,-7,83,19,1018,10,8,18,Sunny
2016-01-20,9,-5,73,24,1018,10,8,18,Partly cloudy
2016-01-20,12,-1,73,20,1016,10,8,18,Sunny
2016-01-20,15,-3,75,21,1016,10,8,18,Partly cloudy
2016-01-20,18,-3,77,12,1017,10,8,18,Overcast
2016-01-20,21,-4,80,13,1017,10,8,18,Partly cloudy
2016-01-21,0,-4,82,9,1016,10,8,18,Clear
2016-01-21,3,-6,79,14,1016,10,8,18,Clear
2016-01-21,6,-6,79,9,1017,10,8,18,Sunny
2016-01-21,9,-4,66,20,1017,10,8,18,Sunny
2016-01-21,12,-1,62,18,1016,10,8,18,Sunny
2016-01-21,15,-3,68,17,1017,10,8,18,Sunny
2016-01-21,18,-3,75,13,1019,10,8,18,Clear
2016-01-21,21,-6,73,19,1020,10,8,18,Clear
2016-01-22,0,-7,74,17,1021,10,8,18,Clear
2016-01-22,3,-8,74,21,1022,10,8,18,Clear
2016-01-22,6,-6,72,12,1022,10,8,18,Sunny
2016-01-22,9,-5,64,15,1024,10,8,18,Sunny
2016-01-22,12,-2,57,10,1022,10,8,18,Cloudy
2016-01-22,15,-2,67,8,1022,10,8,18,Sunny
2016-01-22,18,-4,79,7,1022,10,8,18,Overcast
2016-01-22,21,-4,82,7,1022,10,8,18,Partly cloudy
2016-01-23,0,-3,78,10,1022,10,8,18,Cloudy
2016-01-23,3,-3,77,15,1020,10,8,18,Partly cloudy
2016-01-23,6,-2,80,18,1018,10,8,18,Overcast
2016-01-23,9,-1,81,26,1017,5,8,18,Moderate snow
2016-01-23,12,-1,82,30,1011,10,8,18,Overcast
2016-01-23,15,-2,87,35,1007,0,8,18,Blizzard
2016-01-23,18,-2,93,23,1008,10,8,18,Overcast
2016-01-23,21,-2,93,29,1007,0,8,18,Blizzard
2016-01-24,0,-6,89,31,1006,10,8,18,Overcast
2016-01-24,3,-6,88,24,1007,10,8,18,Patchy light snow
2016-01-24,6,-7,89,17,1010,10,8,18,Sunny
2016-01-24,9,-5,79,20,1011,10,8,18,Sunny
2016-01-24,12,1,69,9,1011,10,8,18,Sunny
2016-01-24,15,-1,81,8,1013,10,8,18,Partly cloudy
2016-01-24,18,-4,88,5,1015,10,8,18,Cloudy
2016-01-24,21,-4,86,9,1016,10,8,18,Partly cloudy
2016-01-25,0,-4,86,8,1018,10,8,18,Partly cloudy
2016-01-25,3,-5,88,8,1019,10,8,18,Clear
2016-01-25,6,-5,89,8,1023,10,8,18,Sunny
2016-01-25,9,-1,81,7,1024,10,8,18,Sunny
2016-01-25,12,3,78,4,1025,10,8,18,Sunny
2016-01-25,15,1,87,5,1026,10,8,18,Sunny
2016-01-25,18,-2,92,8,1026,10,8,18,Partly cloudy
2016-01-25,21,-2,87,9,1026,10,8,18,Clear
2016-01-26,0,-2,92,8,1024,10,8,18,Clear
2016-01-26,3,-1,89,12,1022,10,8,18,Clear
2016-01-26,6,1,95,10,1020,2,8,18,Mist
2016-01-26,9,5,87,23,1017,10,8,18,Sunny
2016-01-26,12,8,91,17,1013,10,8,18,Partly cloudy
2016-01-26,15,6,98,22,1012,10,8,18,Cloudy
2016-01-26,18,5,98,15,1011,10,8,18,Cloudy
2016-01-26,21,5,99,18,1012,10,8,18,Cloudy
2016-01-27,0,3,100,8,1012,0,8,18,Fog
2016-01-27,3,2,95,10,1012,2,8,18,Mist
2016-01-27,6,3,95,6,1013,2,8,18,Mist
2016-01-27,9,4,86,11,1014,10,8,18,Sunny
2016-01-27,12,6,79,12,1013,10,8,18,Partly cloudy
2016-01-27,15,4,83,14,1015,10,8,18,Sunny
2016-01-27,18,2,92,9,1017,10,8,18,Clear
2016-01-27,21,0,92,10,1019,10,8,18,Clear
2016-01-28,0,2,93,4,1019,10,8,18,Clear
2016-01-28,3,1,89,7,1019,10,8,18,Clear
2016-01-28,6,1,88,4,1018,10,8,18,Sunny
2016-01-28,9,3,69,10,1016,10,8,18,Sunny
2016-01-28,12,5,68,13,1012,10,8,18,Sunny
2016-01-28,15,2,82,10,1010,10,8,18,Partly cloudy
2016-01-28,18,0,93,7,1009,10,8,18,Overcast
2016-01-28,21,0,96,8,1007,2,8,18,Mist
2016-01-29,0,0,97,5,1004,0,8,18,Freezing fog
2016-01-29,3,0,98,2,1001,0,8,18,Freezing fog
2016-01-29,6,0,97,3,998,0,8,18,Freezing fog
2016-01-29,9,3,91,7,996,10,8,18,Partly cloudy
2016-01-29,12,5,82,6,994,10,8,18,Overcast
2016-01-29,15,3,88,8,996,5,8,18,Patchy heavy snow
2016-01-29,18,1,95,10,999,2,8,18,Mist
2016-01-29,21,0,90,18,1002,10,8,18,Clear
2016-01-30,0,-1,94,9,1006,2,8,18,Mist
2016-01-30,3,-1,88,16,1010,10,8,18,Clear
2016-01-30,6,-1,88,10,1015,10,8,18,Sunny
2016-01-30,9,1,72,11,1016,10,8,18,Sunny
2016-01-30,12,4,65,10,1015,10,8,18,Cloudy
2016-01-30,15,2,75,13,1015,10,8,18,Partly cloudy
2016-01-30,18,1,81,14,1014,10,8,18,Partly cloudy
2016-01-30,21,1,69,19,1014,10,8,18,Partly cloudy
2016-01-31,0,2,73,17,1013,10,8,18,Cloudy
2016-01-31,3,2,80,18,1013,10,8,18,Cloudy
2016-01-31,6,2,86,11,1013,10,8,18,Cloudy
2016-01-31,9,4,80,15,1013,10,8,18,Cloudy
2016-01-31,12,11,74,9,1011,10,8,18,Partly cloudy
2016-01-31,15,9,87,14,1011,10,8,18,Sunny
2016-01-31,18,7,96,10,1011,2,8,18,Mist
2016-01-31,21,7,94,16,1010,10,8,18,Clear
2016-02-01,0,6,93,15,1008,10,8,18,Clear
2016-02-01,3,7,96,18,1006,10,8,18,Cloudy
2016-02-01,6,8,89,16,1005,10,8,18,Partly cloudy
2016-02-01,9,13,83,23,1006,10,8,18,Partly cloudy
2016-02-01,12,15,72,15,1006,10,8,18,Partly cloudy
2016-02-01,15,10,64,19,1010,10,8,18,Cloudy
2016-02-01,18,8,73,8,1013,10,8,18,Cloudy
2016-02-01,21,5,84,8,1016,10,8,18,Partly cloudy
2016-02-02,0,3,88,6,1018,10,8,18,Partly cloudy
2016-02-02,3,2,91,9,1020,10,8,18,Clear
2016-02-02,6,2,95,6,1023,2,8,18,Mist
2016-02-02,9,8,70,10,1025,10,8,18,Sunny
2016-02-02,12,9,54,6,1026,10,8,18,Sunny
2016-02-02,15,8,63,5,1027,10,8,18,Sunny
2016-02-02,18,5,76,5,1029,10,8,18,Clear
2016-02-02,21,2,84,4,1029,10,8,18,Partly cloudy
2016-02-03,0,2,93,5,1028,10,8,18,Partly cloudy
2016-02-03,3,2,89,9,1028,10,8,18,Clear
2016-02-03,6,2,88,9,1028,10,8,18,Partly cloudy
2016-02-03,9,6,77,23,1024,10,8,18,Cloudy
2016-02-03,12,8,89,17,1020,10,8,18,Overcast
2016-02-03,15,11,95,27,1017,7,8,18,Moderate rain
2016-02-03,18,13,93,27,1013,10,8,18,Overcast
2016-02-03,21,14,94,37,1012,9,8,18,Light rain
2016-02-04,0,14,93,18,1011,10,8,18,Overcast
2016-02-04,3,13,96,19,1011,10,8,18,Light rain shower
2016-02-04,6,13,97,10,1012,0,8,18,Fog
2016-02-04,9,12,95,13,1014,9,8,18,Light rain
2016-02-04,12,11,87,4,1014,10,8,18,Partly cloudy
2016-02-04,15,11,83,7,1017,10,8,18,Sunny
2016-02-04,18,8,83,6,1018,10,8,18,Overcast
2016-02-04,21,7,83,7,1019,2,8,18,Light drizzle
2016-02-05,0,6,87,8,1018,10,8,18,Overcast
2016-02-05,3,4,92,15,1017,7,8,18,Moderate rain
2016-02-05,6,2,88,17,1017,10,8,18,Overcast
2016-02-05,9,1,96,22,1017,2,8,18,Heavy snow
2016-02-05,12,0,97,20,1014,10,8,18,Overcast
2016-02-05,15,-1,95,23,1016,5,8,18,Patchy heavy snow
2016-02-05,18,-2,93,13,1020,10,8,18,Clear
2016-02-05,21,-5,92,16,1023,10,8,18,Clear
2016-02-06,0,-4,94,10,1025,10,8,18,Clear
2016-02-06,3,-6,93,7,1026,10,8,18,Clear
2016-02-06,6,-6,91,6,1028,10,8,18,Sunny
2016-02-06,9,-1,87,8,1029,10,8,18,Cloudy
2016-02-06,12,2,91,11,1027,10,8,18,Sunny
2016-02-06,15,0,91,15,1025,10,8,18,Sunny
2016-02-06,18,-1,94,11,1025,10,8,18,Clear
2016-02-06,21,-2,92,14,1025,10,8,18,Clear
2016-02-07,0,-1,94,11,1023,2,8,18,Mist
2016-02-07,3,-2,95,11,1023,2,8,18,Mist
2016-02-07,6,-4,97,3,1022,0,8,18,Freezing fog
2016-02-07,9,3,94,4,1021,10,8,18,Sunny
2016-02-07,12,7,90,3,1021,10,8,18,Sunny
2016-02-07,15,4,94,6,1020,2,8,18,Mist
2016-02-07,18,1,94,9,1020,10,8,18,Cloudy
2016-02-07,21,1,91,15,1018,10,8,18,Overcast
2016-02-08,0,2,92,19,1015,10,8,18,Overcast
2016-02-08,3,0,89,31,1013,10,8,18,Light snow
2016-02-08,6,-2,91,28,1012,10,8,18,Overcast
2016-02-08,9,-4,95,32,1010,0,8,18,Blizzard
2016-02-08,12,-7,96,25,1008,10,8,18,Overcast
2016-02-08,15,-7,96,26,1007,2,8,18,Heavy snow
2016-02-08,18,-7,96,20,1007,10,8,18,Overcast
2016-02-08,21,-6,97,18,1009,2,8,18,Heavy snow
2016-02-09,0,-6,97,12,1008,2,8,18,Mist
2016-02-09,3,-7,97,12,1007,5,8,18,Moderate snow
2016-02-09,6,-7,98,8,1007,0,8,18,Freezing fog
2016-02-09,9,-5,98,12,1006,5,8,18,Moderate snow
2016-02-09,12,-3,95,9,1002,2,8,18,Mist
2016-02-09,15,-3,96,9,1002,5,8,18,Moderate snow
2016-02-09,18,-5,98,5,1003,0,8,18,Freezing fog
2016-02-09,21,-4,96,3,1004,2,8,18,Mist
2016-02-10,0,-9,97,5,1002,2,8,18,Mist
2016-02-10,3,-7,98,8,1003,0,8,18,Freezing fog
2016-02-10,6,-8,97,5,1003,0,8,18,Freezing fog
2016-02-10,9,-1,95,7,1003,2,8,18,Mist
2016-02-10,12,1,100,4,1001,0,8,18,Fog
2016-02-10,15,1,100,9,1001,5,8,18,Moderate snow
2016-02-10,18,-2,98,7,1003,0,8,18,Freezing fog
2016-02-10,21,-3,94,14,1004,10,8,18,Clear
2016-02-11,0,-4,95,10,1003,2,8,18,Mist
2016-02-11,3,-6,96,12,1004,2,8,18,Mist
2016-02-11,6,-6,96,8,1005,2,8,18,Mist
2016-02-11,9,-4,93,17,1006,2,8,18,Heavy snow
2016-02-11,12,-4,91,18,1006,10,8,18,Overcast
2016-02-11,15,-7,90,22,1009,7,8,18,Moderate or heavy snow showers
2016-02-11,18,-10,92,18,1012,10,8,18,Partly cloudy
2016-02-11,21,-13,91,21,1016,10,8,18,Clear
2016-02-12,0,-14,94,14,1018,10,8,18,Partly cloudy
2016-02-12,3,-14,92,14,1020,10,8,18,Clear
2016-02-12,6,-13,95,8,1022,2,8,18,Mist
2016-02-12,9,-11,86,12,1022,10,8,18,Sunny
2016-02-12,12,-6,88,9,1020,10,8,18,Partly cloudy
2016-02-12,15,-6,90,11,1018,10,8,18,Light snow showers
2016-02-12,18,-7,90,7,1016,10,8,18,Overcast
2016-02-12,21,-8,93,5,1014,5,8,18,Moderate snow
2016-02-13,0,-9,94,4,1012,10,8,18,Overcast
2016-02-13,3,-9,93,7,1009,10,8,18,Partly cloudy
2016-02-13,6,-8,95,5,1009,2,8,18,Mist
2016-02-13,9,-7,89,25,1010,2,8,18,Heavy snow
2016-02-13,12,-6,87,18,1010,10,8,18,Overcast
2016-02-13,15,-12,85,30,1014,0,8,18,Blizzard
2016-02-13,18,-16,88,20,1019,10,8,18,Partly cloudy
2016-02-13,21,-20,87,24,1021,10,8,18,Cloudy
2016-02-14,0,-21,90,16,1022,10,8,18,Overcast
2016-02-14,3,-22,89,22,1023,10,8,18,Cloudy
2016-02-14,6,-23,90,18,1027,10,8,18,Sunny
2016-02-14,9,-19,86,19,1029,10,8,18,Sunny
2016-02-14,12,-13,82,15,1029,10,8,18,Partly cloudy
2016-02-14,15,-13,86,17,1030,10,8,18,Sunny
2016-02-14,18,-13,94,8,1032,10,8,18,Clear
2016-02-14,21,-14,91,9,1033,10,8,18,Clear
2016-02-15,0,-12,93,5,1034,10,8,18,Clear
2016-02-15,3,-15,90,8,1035,10,8,18,Clear
2016-02-15,6,-16,88,1,1036,10,8,18,Cloudy
2016-02-15,9,-11,77,6,1036,10,8,18,Overcast
2016-02-15,12,-7,74,4,1034,10,8,18,Cloudy
2016-02-15,15,-6,85,7,1033,10,8,18,Overcast
2016-02-15,18,-5,97,5,1031,2,8,18,Mist
2016-02-15,21,-1,99,10,1027,7,8,18,Moderate rain
2016-02-16,0,2,100,2,1022,0,8,18,Fog
2016-02-16,3,4,100,19,1020,7,8,18,Moderate rain
2016-02-16,6,5,100,13,1019,10,8,18,Cloudy
2016-02-16,9,9,99,25,1015,10,8,18,Partly cloudy
2016-02-16,12,9,96,18,1010,10,8,18,Overcast
2016-02-16,15,11,96,34,1002,9,8,18,Light rain
2016-02-16,18,9,100,23,998,10,8,18,Overcast
2016-02-16,21,8,99,20,1002,10,8,18,Cloudy
2016-02-17,0,3,97,11,1005,0,8,18,Fog
2016-02-17,3,1,92,10,1007,10,8,18,Clear
2016-02-17,6,1,91,9,1010,10,8,18,Overcast
2016-02-17,9,3,80,17,1012,10,8,18,Sunny
2016-02-17,12,6,74,9,1012,10,8,18,Partly cloudy
2016-02-17,15,5,80,8,1015,10,8,18,Cloudy
2016-02-17,18,2,85,11,1018,10,8,18,Cloudy
2016-02-17,21,0,84,9,1020,10,8,18,Clear
2016-02-18,0,0,85,8,1020,10,8,18,Partly cloudy
2016-02-18,3,-1,81,15,1023,10,8,18,Clear
2016-02-18,6,-1,74,12,1025,10,8,18,Sunny
2016-02-18,9,-1,55,21,1027,10,8,18,Sunny
2016-02-18,12,0,49,16,1027,10,8,18,Sunny
2016-02-18,15,-1,59,17,1029,10,8,18,Light snow
2016-02-18,18,-1,64,12,1031,10,8,18,Cloudy
2016-02-18,21,-3,68,15,1033,10,8,18,Clear
2016-02-19,0,-2,65,13,1033,10,8,18,Clear
2016-02-19,3,-2,65,11,1033,10,8,18,Clear
2016-02-19,6,-3,65,6,1035,10,8,18,Sunny
2016-02-19,9,1,41,3,1035,10,8,18,Sunny
2016-02-19,12,4,31,6,1032,10,8,18,Sunny
2016-02-19,15,3,39,9,1029,10,8,18,Cloudy
2016-02-19,18,0,59,10,1027,10,8,18,Overcast
2016-02-19,21,0,71,16,1026,10,8,18,Overcast
2016-02-20,0,1,88,13,1023,10,8,18,Overcast
2016-02-20,3,3,94,22,1019,9,8,18,Light rain
2016-02-20,6,5,96,15,1015,10,8,18,Overcast
2016-02-20,9,7,88,24,1013,10,8,18,Cloudy
2016-02-20,12,12,77,13,1010,10,8,18,Sunny
2016-02-20,15,11,81,16,1009,10,8,18,Sunny
2016-02-20,18,8,91,11,1008,10,8,18,Cloudy
2016-02-20,21,8,85,21,1008,10,8,18,Partly cloudy
2016-02-21,0,8,91,15,1007,10,8,18,Clear
2016-02-21,3,7,94,15,1008,10,8,18,Partly cloudy
2016-02-21,6,7,86,9,1010,10,8,18,Sunny
2016-02-21,9,8,67,18,1012,10,8,18,Sunny
2016-02-21,12,11,63,13,1011,10,8,18,Cloudy
2016-02-21,15,9,70,14,1012,10,8,18,Partly cloudy
2016-02-21,18,6,88,8,1014,10,8,18,Overcast
2016-02-21,21,4,87,9,1015,10,8,18,Overcast
2016-02-22,0,3,76,8,1015,10,8,18,Overcast
2016-02-22,3,1,73,13,1015,10,8,18,Clear
2016-02-22,6,1,75,6,1018,10,8,18,Sunny
2016-02-22,9,3,56,12,1020,10,8,18,Sunny
2016-02-22,12,7,46,2,1020,10,8,18,Cloudy
2016-02-22,15,5,54,9,1021,10,8,18,Partly cloudy
2016-02-22,18,0,68,6,1025,10,8,18,Partly cloudy
2016-02-22,21,0,67,3,1027,10,8,18,Clear
2016-02-23,0,3,65,7,1029,10,8,18,Clear
2016-02-23,3,0,67,6,1029,10,8,18,Clear
2016-02-23,6,1,59,5,1031,10,8,18,Sunny
2016-02-23,9,3,53,13,1032,10,8,18,Partly cloudy
2016-02-23,12,4,55,13,1031,10,8,18,Cloudy
2016-02-23,15,3,63,15,1030,10,8,18,Partly cloudy
2016-02-23,18,2,75,13,1030,10,8,18,Cloudy
2016-02-23,21,2,80,14,1029,10,8,18,Overcast
2016-02-24,0,3,97,12,1027,2,7,18,Mist
2016-02-24,3,4,98,17,1024,9,7,18,Light rain
2016-02-24,6,4,97,16,1023,10,7,18,Overcast
2016-02-24,9,5,99,14,1021,7,7,18,Moderate rain
2016-02-24,12,5,96,12,1015,2,7,18,Mist
2016-02-24,15,5,99,8,1012,9,7,18,Light rain
2016-02-24,18,7,91,4,1009,10,7,18,Overcast
2016-02-24,21,13,97,24,1004,9,7,18,Light rain
2016-02-25,0,15,94,25,998,9,7,18,Thundery outbreaks possible
2016-02-25,3,16,94,35,995,7,7,18,Moderate rain
2016-02-25,6,15,96,15,992,10,7,18,Overcast
2016-02-25,9,14,90,21,989,10,7,18,Overcast
2016-02-25,12,14,69,27,986,10,7,18,Partly cloudy
2016-02-25,15,11,78,29,988,10,7,18,Overcast
2016-02-25,18,8,80,17,990,10,7,18,Overcast
2016-02-25,21,6,85,20,993,9,7,18,Light rain
2016-02-26,0,4,82,16,994,10,7,18,Cloudy
2016-02-26,3,2,77,22,998,10,7,18,Light snow
2016-02-26,6,1,70,14,1001,10,7,18,Partly cloudy
2016-02-26,9,1,51,24,1004,10,7,18,Sunny
2016-02-26,12,3,38,23,1005,10,7,18,Sunny
2016-02-26,15,1,38,25,1009,10,7,18,Sunny
2016-02-26,18,-2,47,16,1012,10,7,18,Clear
2016-02-26,21,-4,38,19,1015,10,7,18,Clear
2016-02-27,0,-3,36,12,1017,10,7,19,Clear
2016-02-27,3,-4,35,13,1017,10,7,19,Clear
2016-02-27,6,-3,36,9,1018,10,7,19,Sunny
2016-02-27,9,1,29,9,1017,10,7,19,Sunny
2016-02-27,12,5,22,9,1016,10,7,19,Sunny
2016-02-27,15,2,33,18,1015,10,7,19,Sunny
2016-02-27,18,-1,53,17,1014,10,7,19,Partly cloudy
