date,time,temperature,humidity,windspeed,pressure,visibility,sunrise,sunset,weather
2016-01-01,0,1,93,9,1016,10,8,17,Clear
2016-01-01,3,0,90,14,1015,10,8,17,Clear
2016-01-01,6,1,90,8,1015,10,8,17,Sunny
2016-01-01,9,2,77,18,1015,10,8,17,Sunny
2016-01-01,12,5,72,13,1013,10,8,17,Partly cloudy
2016-01-01,15,3,82,11,1012,10,8,17,Sunny
2016-01-01,18,1,88,13,1012,10,8,17,Partly cloudy
2016-01-01,21,0,91,15,1012,10,8,17,Clear
2016-01-02,0,-1,84,13,1013,10,8,17,Clear
2016-01-02,3,-2,84,13,1013,10,8,17,Clear
2016-01-02,6,-1,84,12,1014,10,8,17,Sunny
2016-01-02,9,1,71,17,1015,10,8,17,Sunny
2016-01-02,12,3,67,14,1013,10,8,17,Partly cloudy
2016-01-02,15,2,74,11,1013,10,8,17,Sunny
2016-01-02,18,2,82,7,1014,10,8,17,Clear
2016-01-02,21,1,75,11,1013,10,8,17,Clear
2016-01-03,0,3,76,8,1011,10,8,17,Clear
2016-01-03,3,0,71,13,1010,10,8,17,Clear
2016-01-03,6,0,69,10,1009,10,8,17,Sunny
2016-01-03,9,2,58,19,1008,10,8,17,Sunny
2016-01-03,12,6,55,12,1007,10,8,17,Sunny
2016-01-03,15,3,71,12,1008,10,8,17,Sunny
2016-01-03,18,1,76,12,1009,10,8,17,Clear
2016-01-03,21,-5,74,15,1018,10,8,17,Clear
2016-01-04,0,-5,78,17,1016,10,8,17,Partly cloudy
2016-01-04,3,-5,79,18,1015,8,8,17,Light freezing rain
2016-01-04,6,-5,80,16,1014,10,8,17,Partly cloudy
2016-01-04,9,-3,74,23,1013,8,8,17,Patchy moderate snow
2016-01-04,12,0,70,16,1010,9,8,17,Partly cloudy
2016-01-04,15,0,75,21,1009,9,8,17,Patchy moderate snow
2016-01-04,18,-1,80,15,1009,10,8,17,Light freezing rain
2016-01-04,21,-2,79,20,1009,8,8,17,Patchy moderate snow
2016-01-05,0,-10,72,19,1028,10,8,17,Partly cloudy
2016-01-05,3,-11,69,16,1030,10,8,17,Clear
2016-01-05,6,-12,69,15,1032,10,8,17,Sunny
2016-01-05,9,-9,59,15,1033,10,8,17,Sunny
2016-01-05,12,-2,46,7,1033,10,8,17,Sunny
2016-01-05,15,-2,54,6,1034,10,8,17,Sunny
2016-01-05,18,-3,59,6,1035,10,8,17,Clear
2016-01-05,21,-4,67,10,1035,10,8,17,Clear
2016-01-06,0,-2,67,6,1034,10,8,17,Clear
2016-01-06,3,-3,61,9,1033,10,8,17,Clear
2016-01-06,6,-2,63,5,1033,10,8,17,Sunny
2016-01-06,9,0,46,13,1032,10,8,17,Sunny
2016-01-06,12,5,46,9,1030,10,8,17,Sunny
2016-01-06,15,1,58,12,1029,10,8,17,Sunny
2016-01-06,18,-1,58,11,1029,10,8,17,Clear
2016-01-06,21,-1,64,12,1028,10,8,17,Clear
2016-01-07,0,0,67,8,1027,10,8,17,Clear
2016-01-07,3,-2,64,9,1026,10,8,17,Clear
2016-01-07,6,-3,62,4,1027,10,8,17,Sunny
2016-01-07,9,2,51,4,1027,10,8,17,Partly cloudy
2016-01-07,12,5,59,5,1025,10,8,17,Partly cloudy
2016-01-07,15,2,74,5,1025,10,8,17,Sunny
2016-01-07,18,-1,89,4,1025,10,8,17,Clear
2016-01-07,21,0,85,8,1024,10,8,17,Clear
2016-01-08,0,3,88,8,1024,10,8,17,Clear
2016-01-08,3,1,93,9,1024,10,8,17,Clear
2016-01-08,6,0,93,10,1025,10,8,17,Cloudy
2016-01-08,9,4,88,12,1026,10,8,17,Overcast
2016-01-08,12,3,91,8,1024,10,8,17,Overcast
2016-01-08,15,3,92,10,1024,10,8,17,Overcast
2016-01-08,18,3,93,12,1025,10,8,17,Overcast
2016-01-08,21,3,94,10,1025,2,8,17,Mist
2016-01-09,0,3,93,9,1025,10,8,18,Overcast
2016-01-09,3,3,93,7,1025,10,8,18,Overcast
2016-01-09,6,2,95,6,1025,2,8,18,Mist
2016-01-09,9,4,91,4,1025,10,8,18,Overcast
2016-01-09,12,4,96,7,1024,2,8,18,Mist
2016-01-09,15,4,95,9,1024,2,8,18,Mist
2016-01-09,18,3,98,3,1024,0,8,18,Fog
2016-01-09,21,3,99,0,1024,2,8,18,Light drizzle
2016-01-10,0,4,97,8,1022,2,8,18,Mist
2016-01-10,3,5,98,11,1020,0,8,18,Fog
2016-01-10,6,7,98,15,1016,10,8,18,Overcast
2016-01-10,9,10,96,32,1010,7,8,18,Moderate rain
2016-01-10,12,11,94,33,1002,10,8,18,Overcast
2016-01-10,15,14,96,35,996,6,8,18,Moderate or heavy rain with thunder
2016-01-10,18,14,98,15,992,10,8,18,Cloudy
2016-01-10,21,10,91,19,994,10,8,18,Clear
2016-01-11,0,7,93,13,997,10,8,18,Partly cloudy
2016-01-11,3,2,78,24,1001,10,8,18,Partly cloudy
2016-01-11,6,0,72,15,1005,10,8,18,Sunny
2016-01-11,9,0,53,25,1008,10,8,18,Sunny
2016-01-11,12,1,43,24,1010,10,8,18,Cloudy
2016-01-11,15,0,43,18,1012,10,8,18,Cloudy
2016-01-11,18,-1,43,11,1015,10,8,18,Clear
2016-01-11,21,-3,35,16,1017,10,8,18,Clear
2016-01-12,0,-3,33,10,1019,10,8,18,Clear
2016-01-12,3,-3,34,6,1019,10,8,18,Partly cloudy
2016-01-12,6,-4,36,1,1019,10,8,18,Partly cloudy
2016-01-12,9,-2,37,13,1017,10,8,18,Partly cloudy
2016-01-12,12,2,47,9,1012,10,8,18,Partly cloudy
2016-01-12,15,2,71,12,1008,5,8,18,Moderate snow
2016-01-12,18,2,91,14,1005,10,8,18,Overcast
2016-01-12,21,1,95,9,1001,5,8,18,Patchy heavy snow
2016-01-13,0,-1,97,7,999,2,8,18,Mist
2016-01-13,3,-3,66,23,1002,10,8,18,Patchy light snow
2016-01-13,6,-4,67,17,1004,10,8,18,Partly cloudy
2016-01-13,9,-3,49,33,1007,10,8,18,Partly cloudy
2016-01-13,12,-2,46,30,1008,10,8,18,Partly cloudy
2016-01-13,15,-4,45,25,1010,10,8,18,Sunny
2016-01-13,18,-4,51,13,1013,10,8,18,Clear
2016-01-13,21,-6,59,17,1013,10,8,18,Partly cloudy
2016-01-14,0,-6,67,8,1013,10,8,18,Partly cloudy
2016-01-14,3,-6,68,13,1012,10,8,18,Cloudy
2016-01-14,6,-6,69,9,1012,10,8,18,Overcast
2016-01-14,9,-5,62,14,1012,10,8,18,Patchy light snow
2016-01-14,12,-2,58,10,1010,10,8,18,Partly cloudy
2016-01-14,15,-2,59,13,1011,10,8,18,Sunny
2016-01-14,18,-3,68,9,1014,10,8,18,Clear
2016-01-14,21,-3,73,12,1015,10,8,18,Clear
2016-01-15,0,-3,77,7,1015,10,8,18,Partly cloudy
2016-01-15,3,-3,75,4,1015,10,8,18,Cloudy
2016-01-15,6,-2,67,1,1017,10,8,18,Overcast
2016-01-15,9,0,59,6,1016,10,8,18,Overcast
2016-01-15,12,3,58,6,1014,10,8,18,Partly cloudy
2016-01-15,15,2,75,8,1013,10,8,18,Sunny
2016-01-15,18,1,96,4,1012,2,8,18,Mist
2016-01-15,21,2,97,9,1009,0,8,18,Fog
2016-01-16,0,3,99,5,1004,0,8,18,Fog
2016-01-16,3,4,100,13,999,9,8,18,Light rain
2016-01-16,6,4,98,17,994,10,8,18,Overcast
2016-01-16,9,3,96,22,994,7,8,18,Moderate rain
2016-01-16,12,2,92,13,997,10,8,18,Overcast
2016-01-16,15,2,96,6,1000,2,8,18,Mist
2016-01-16,18,1,98,8,1003,0,8,18,Fog
2016-01-16,21,1,94,14,1005,10,8,18,Clear
2016-01-17,0,1,95,11,1006,2,8,18,Mist
