LOCATIONID,LAT,LON,POLICE_DISTRICT,DISTRICT
719,42.34,-71.05,C6,South Boston
720,42.35,-71.14,D14,Brighton
721,42.32,-71.06,C11,Dorchester
722,42.38,-71.08,A15,Charlestown
723,,,,
724,42.33,-71.05,C6,South Boston
725,42.29,-71.13,E5,West Roxbury
726,42.33,-71.07,C6,South Boston
727,42.38,-71.08,A15,Charlestown
728,42.35,-71.16,D14,Brighton
729,42.33,-71.06,C6,South Boston
730,42.28,-71.09,B3,Mattapan
731,42.3,-71.08,B3,Mattapan
732,42.34,-71.08,D4,South End
733,42.3,-71.08,C11,Dorchester
734,42.27,-71.12,E18,Hyde Park
735,42.35,-71.13,D14,Brighton
736,42.29,-71.12,E5,West Roxbury
737,42.34,-71.11,B2,Roxbury
738,42.29,-71.07,C11,Dorchester
739,42.33,-71.07,B2,Roxbury
740,42.28,-71.16,E5,West Roxbury
741,42.29,-71.13,E5,West Roxbury
742,42.29,-71.07,B3,Mattapan
743,42.24,-71.13,E18,Hyde Park
744,42.33,-71.1,E13,Jamaica Plain
745,42.35,-71.06,A1,Downtown?
746,42.32,-71.1,E13,Jamaica Plain
747,42.31,-71.1,E13,Jamaica Plain
748,-1.0,-1.0,,
749,42.28,-71.09,B3,Mattapan
750,42.33,-71.06,C6,South Boston
751,42.31,-71.11,E13,Jamaica Plain
752,42.37,-71.06,A15,Charlestown
753,42.34,-71.04,C6,South Boston
754,42.33,-71.08,B2,Roxbury
755,42.32,-71.05,C11,Dorchester
756,42.36,-71.12,D14,Brighton
757,42.34,-71.04,C6,South Boston
758,42.35,-71.14,D14,Brighton
759,42.33,-71.1,E13,Jamaica Plain
760,42.29,-71.07,C11,Dorchester
761,42.32,-71.1,E13,Jamaica Plain
762,42.26,-71.15,E5,West Roxbury
763,42.31,-71.1,E13,Jamaica Plain
764,42.32,-71.09,B2,Roxbury
765,42.27,-71.12,E18,Hyde Park
766,42.36,-71.07,,
767,42.36,-71.07,A1,Downtown?
768,42.3,-71.09,B3,Mattapan
769,42.3,-71.09,,
770,42.38,-71.04,A7,East Boston
771,42.3,-71.06,C11,Dorchester
772,42.32,-71.09,B2,Roxbury
773,42.35,-71.05,C6,South Boston
774,42.28,-71.07,C11,Dorchester
775,42.33,-71.05,C6,South Boston
776,42.29,-71.09,B3,Mattapan
777,42.33,-71.08,,
778,42.35,-71.14,D14,Brighton
779,42.36,-71.07,A1,Downtown?
780,42.29,-71.09,B3,Mattapan
781,42.3,-71.06,C11,Dorchester
782,42.3,-71.06,C11,Dorchester
783,42.28,-71.08,B3,Mattapan
784,42.33,-71.1,B2,Roxbury
785,42.35,-71.14,D14,Brighton
786,42.31,-71.09,B2,Roxbury
787,42.31,-71.06,C11,Dorchester
788,42.34,-71.05,C6,South Boston
789,42.3,-71.06,C11,Dorchester
790,42.35,-71.07,D4,South End
791,42.35,-71.15,D14,Brighton
792,42.31,-71.06,C11,Dorchester
793,42.38,-71.06,A15,Charlestown
794,42.34,-71.11,B2,Roxbury
795,42.33,-71.06,C6,South Boston
796,42.38,-71.06,A15,Charlestown
797,42.34,-71.09,D4,South End
798,42.32,-71.1,B2,Roxbury
799,42.3,-71.05,C11,Dorchester
800,42.3,-71.06,C11,Dorchester
801,42.26,-71.16,E5,West Roxbury
802,42.35,-71.06,A1,Downtown?
803,42.32,-71.1,E13,Jamaica Plain
804,-1.0,-1.0,,
805,42.31,-71.11,E13,Jamaica Plain
806,42.33,-71.08,B2,Roxbury
807,42.33,-71.1,B2,Roxbury
808,42.31,-71.1,E13,Jamaica Plain
809,42.36,-71.14,D14,Brighton
810,42.36,-71.07,A1,Downtown?
811,42.35,-71.05,C6,South Boston
812,42.29,-71.06,C11,Dorchester
813,42.28,-71.07,C11,Dorchester
814,42.36,-71.06,A1,Downtown?
815,42.29,-71.09,B3,Mattapan
816,42.35,-71.09,D4,South End
817,42.35,-71.06,A1,Downtown?
818,42.36,-71.05,A1,Downtown?
819,42.3,-71.07,C11,Dorchester
820,42.36,-71.05,A1,Downtown?
821,42.36,-71.07,A1,Downtown?
822,42.35,-71.16,D14,Brighton
823,42.31,-71.05,C11,Dorchester
824,42.31,-71.06,C11,Dorchester
825,42.27,-71.1,B3,Mattapan
826,42.33,-71.09,B2,Roxbury
827,42.34,-71.04,C6,South Boston
828,42.35,-71.13,D14,Brighton
829,42.3,-71.09,B3,Mattapan
830,42.28,-71.06,C11,Dorchester
831,42.27,-71.12,E18,Hyde Park
832,42.35,-71.06,A1,Downtown?
833,42.3,-71.12,E13,Jamaica Plain
834,42.29,-71.07,C11,Dorchester
835,42.35,-71.07,D4,South End
836,42.36,-71.14,D14,Brighton
837,42.35,-71.04,C6,South Boston
838,42.32,-71.06,C11,Dorchester
839,42.33,-71.1,B2,Roxbury
840,42.28,-71.05,C11,Dorchester
841,42.28,-71.08,B3,Mattapan
842,42.28,-71.07,B3,Mattapan
843,42.32,-71.08,B2,Roxbury
844,42.28,-71.09,B3,Mattapan
845,42.29,-71.12,E13,Jamaica Plain
846,42.32,-71.1,E13,Jamaica Plain
847,42.28,-71.09,B3,Mattapan
848,42.35,-71.07,A1,Downtown?
849,42.32,-71.1,E13,Jamaica Plain
850,42.35,-71.16,D14,Brighton
851,42.35,-71.14,D14,Brighton
852,42.29,-71.11,E13,Jamaica Plain
853,42.35,-71.14,D14,Brighton
854,42.28,-71.08,B3,Mattapan
855,42.28,-71.1,B3,Mattapan
856,42.34,-71.1,D4,South End
857,42.3,-71.06,C11,Dorchester
858,,,D4,South End
859,42.35,-71.09,D4,South End
860,42.27,-71.09,B3,Mattapan
861,42.36,-71.06,A1,Downtown?
862,42.31,-71.06,C11,Dorchester
863,42.35,-71.07,D4,South End
864,42.32,-71.08,B2,Roxbury
865,42.29,-71.14,E5,West Roxbury
866,42.33,-71.07,C6,South Boston
867,42.37,-71.03,A7,East Boston
868,,,B2,Roxbury
869,,,D4,South End
870,42.3,-71.07,C11,Dorchester
871,42.31,-71.07,C11,Dorchester
872,42.28,-71.07,C11,Dorchester
873,42.28,-71.13,E5,West Roxbury
874,42.3,-71.06,C11,Dorchester
875,42.35,-71.06,A1,Downtown?
876,42.29,-71.07,C11,Dorchester
877,42.34,-71.15,D14,Brighton
878,42.34,-71.08,D4,South End
879,42.26,-71.12,E18,Hyde Park
880,42.35,-71.13,D14,Brighton
881,42.27,-71.13,E18,Hyde Park
882,42.27,-71.09,B3,Mattapan
883,42.3,-71.08,B3,Mattapan
884,42.38,-71.02,A7,East Boston
885,42.34,-71.14,D14,Brighton
886,42.34,-71.05,C6,South Boston
887,42.36,-71.13,D14,Brighton
888,42.3,-71.08,B3,Mattapan
889,42.33,-71.06,C6,South Boston
890,42.38,-71.06,A15,Charlestown
891,42.25,-71.11,E18,Hyde Park
892,42.33,-71.05,C6,South Boston
893,42.3,-71.08,B2,Roxbury
894,42.36,-71.06,A1,Downtown?
895,42.29,-71.08,B3,Mattapan
896,42.34,-71.08,D4,South End
897,42.33,-71.09,B2,Roxbury
898,42.31,-71.1,E13,Jamaica Plain
899,42.36,-71.07,A1,Downtown?
900,42.33,-71.08,B2,Roxbury
901,42.3,-71.08,B3,Mattapan
902,,,D14,Brighton
903,42.3,-71.07,C11,Dorchester
904,42.29,-71.13,E5,West Roxbury
905,42.31,-71.06,C11,Dorchester
906,42.34,-71.06,D4,South End
907,42.35,-71.15,D14,Brighton
908,42.33,-71.07,B2,Roxbury
909,42.32,-71.08,B2,Roxbury
910,,,D4,South End
911,42.29,-71.07,C11,Dorchester
912,42.34,-71.08,D4,South End
913,42.3,-71.08,C11,Dorchester
914,42.28,-71.06,C11,Dorchester
915,42.34,-71.08,D4,South End
916,42.34,-71.03,C6,South Boston
917,,,B2,Roxbury
918,42.29,-71.06,C11,Dorchester
919,,,C11,Dorchester
920,42.36,-71.06,A1,Downtown?
921,42.34,-71.15,D14,Brighton
922,42.3,-71.09,B3,Mattapan
923,42.36,-71.07,A1,Downtown?
924,,,E13,Jamaica Plain
925,42.32,-71.1,E13,Jamaica Plain
926,42.36,-71.13,D14,Brighton
927,42.32,-71.09,B2,Roxbury
928,42.27,-71.11,E18,Hyde Park
929,42.35,-71.09,D4,South End
930,42.35,-71.17,D14,Brighton
931,42.28,-71.09,B3,Mattapan
932,42.27,-71.09,B3,Mattapan
933,42.29,-71.09,B3,Mattapan
934,42.32,-71.1,E13,Jamaica Plain
935,42.36,-71.16,D14,Brighton
936,42.37,-71.06,A1,Downtown?
937,42.29,-71.13,E5,West Roxbury
938,42.31,-71.09,B2,Roxbury
939,42.29,-71.07,C11,Dorchester
940,42.34,-71.05,C6,South Boston
941,42.32,-71.1,E13,Jamaica Plain
942,42.34,-71.05,C6,South Boston
943,42.35,-71.07,D4,South End
944,42.25,-71.12,,
945,42.27,-71.09,B3,Mattapan
946,42.28,-71.08,B3,Mattapan
947,42.32,-71.08,B2,Roxbury
948,42.26,-71.1,E18,Hyde Park
949,42.35,-71.07,D4,South End
950,42.34,-71.07,D4,South End
951,,,B3,Mattapan
952,42.35,-71.13,D14,Brighton
953,42.31,-71.11,E13,Jamaica Plain
954,42.28,-71.07,C11,Dorchester
955,42.35,-71.06,A1,Downtown?
956,,,A1,Downtown?
957,42.35,-71.05,C6,South Boston
958,42.34,-71.06,D4,South End
959,42.39,-71.01,A7,East Boston
960,42.34,-71.03,C6,South Boston
961,42.28,-71.12,E18,Hyde Park
962,42.28,-71.16,E5,West Roxbury
963,42.26,-71.13,E18,Hyde Park
964,42.36,-71.07,A1,Downtown?
965,42.35,-71.13,D14,Brighton
966,42.33,-71.06,C6,South Boston
967,42.36,-71.05,A1,Downtown?
968,42.29,-71.07,C11,Dorchester
969,42.24,-71.13,E18,Hyde Park
970,42.29,-71.13,E5,West Roxbury
971,42.37,-71.05,A1,Downtown?
972,42.28,-71.12,E5,West Roxbury
973,42.3,-71.07,C11,Dorchester
974,42.28,-71.09,B3,Mattapan
975,42.34,-71.05,C6,South Boston
976,42.3,-71.06,C11,Dorchester
977,42.34,-71.07,D4,South End
978,42.36,-71.15,D14,Brighton
979,42.33,-71.08,B2,Roxbury
980,42.32,-71.06,B2,Roxbury
981,42.34,-71.09,D4,South End
982,42.31,-71.11,E13,Jamaica Plain
983,42.3,-71.14,E5,West Roxbury
984,42.34,-71.14,D14,Brighton
985,42.33,-71.05,C6,South Boston
986,42.35,-71.04,C6,South Boston
987,42.34,-71.07,D4,South End
988,42.37,-71.04,A7,East Boston
989,42.37,-71.06,A1,Downtown?
990,42.28,-71.15,E5,West Roxbury
991,42.31,-71.07,C11,Dorchester
992,42.33,-71.05,C6,South Boston
993,42.31,-71.08,B2,Roxbury
994,42.28,-71.06,C11,Dorchester
995,42.28,-71.09,B3,Mattapan
996,42.33,-71.07,B2,Roxbury
997,42.35,-71.17,D14,Brighton
998,42.31,-71.06,C11,Dorchester
999,42.38,-71.04,A7,East Boston
1000,42.33,-71.11,B2,Roxbury
1001,42.36,-71.07,A1,Downtown?
1002,42.38,-71.06,A15,Charlestown
1003,42.33,-71.07,C6,South Boston
1004,42.32,-71.11,E13,Jamaica Plain
1005,,,A1,Downtown?
1006,42.32,-71.1,E13,Jamaica Plain
1007,42.33,-71.06,C6,South Boston
1008,42.31,-71.05,C11,Dorchester
1009,42.38,-71.04,A7,East Boston
1010,42.34,-71.15,D14,Brighton
1011,42.3,-71.09,B3,Mattapan
1012,42.35,-71.09,D4,South End
1013,42.28,-71.09,B3,Mattapan
1014,42.36,-71.13,D14,Brighton
1015,42.33,-71.1,B2,Roxbury
1016,,,B2,Roxbury
1017,42.28,-71.09,B3,Mattapan
1018,42.25,-71.13,E18,Hyde Park
1019,42.32,-71.1,,
1020,42.3,-71.07,C11,Dorchester
1021,42.31,-71.07,C11,Dorchester
1022,42.29,-71.07,B3,Mattapan
1023,42.34,-71.05,C6,South Boston
1024,42.28,-71.08,B3,Mattapan
1025,42.35,-71.06,A1,Downtown?
1026,42.32,-71.05,C6,South Boston
1027,42.31,-71.07,C11,Dorchester
1028,42.31,-71.06,C11,Dorchester
1029,42.29,-71.06,C11,Dorchester
1030,42.31,-71.08,B2,Roxbury
1031,42.29,-71.06,C11,Dorchester
1032,42.31,-71.07,C11,Dorchester
1033,42.33,-71.11,E13,Jamaica Plain
1034,42.37,-71.06,A15,Charlestown
1035,42.33,-71.08,D4,South End
1036,42.27,-71.09,B3,Mattapan
1037,42.26,-71.13,E18,Hyde Park
1038,42.32,-71.1,E13,Jamaica Plain
1039,42.38,-71.06,A15,Charlestown
1040,42.27,-71.09,B3,Mattapan
1041,42.38,-71.06,A15,Charlestown
1042,42.38,-71.06,A15,Charlestown
1043,42.32,-71.07,B2,Roxbury
1044,42.34,-71.11,B2,Roxbury
1045,42.35,-71.06,A1,Downtown?
1046,42.35,-71.12,D14,Brighton
1047,42.36,-71.06,A1,Downtown?
1048,42.32,-71.11,E13,Jamaica Plain
1049,42.26,-71.11,E18,Hyde Park
1050,42.3,-71.08,B3,Mattapan
1051,42.37,-71.04,A7,East Boston
1052,42.32,-71.07,B2,Roxbury
1053,42.3,-71.09,B3,Mattapan
1054,,,D4,South End
1055,42.32,-71.09,B2,Roxbury
1056,42.31,-71.08,B2,Roxbury
1057,42.29,-71.09,B3,Mattapan
1058,42.31,-71.06,C11,Dorchester
1059,42.27,-71.09,B3,Mattapan
1060,42.36,-71.06,A1,Downtown?
1061,42.32,-71.08,B2,Roxbury
1062,42.3,-71.06,C11,Dorchester
1063,42.36,-71.14,D14,Brighton
1064,,,B3,Mattapan
1065,42.34,-71.09,D4,South End
1066,42.34,-71.1,D4,South End
1067,42.28,-71.11,E18,Hyde Park
1068,,,D14,Brighton
1069,42.31,-71.07,C11,Dorchester
1070,42.29,-71.06,C11,Dorchester
1071,42.34,-71.05,C6,South Boston
1072,,,B3,Mattapan
1073,42.29,-71.15,E5,West Roxbury
1074,42.26,-71.16,E5,West Roxbury
1075,42.36,-71.06,A1,Downtown?
1076,42.33,-71.08,B2,Roxbury
1077,42.32,-71.09,B2,Roxbury
1078,42.36,-71.06,A1,Downtown?
1079,42.32,-71.08,B2,Roxbury
1080,42.3,-71.08,C11,Dorchester
1081,42.34,-71.07,D4,South End
1082,42.32,-71.1,E13,Jamaica Plain
1083,42.36,-71.13,D14,Brighton
1084,42.35,-71.06,A1,Downtown?
1085,42.27,-71.07,C11,Dorchester
1086,,,A1,Downtown?
1087,42.38,-71.04,A7,East Boston
1088,42.32,-71.11,E13,Jamaica Plain
1089,42.31,-71.08,B2,Roxbury
1090,42.35,-71.06,A1,Downtown?
1091,42.34,-71.08,D4,South End
1092,42.34,-71.08,D4,South End
1093,42.3,-71.17,E5,West Roxbury
1094,42.34,-71.07,D4,South End
1095,42.29,-71.16,E5,West Roxbury
1096,,,A1,Downtown?
1097,42.35,-71.06,A1,Downtown?
1098,42.34,-71.14,D14,Brighton
1099,42.31,-71.1,E13,Jamaica Plain
1100,42.34,-71.06,C6,South Boston
1101,42.33,-71.05,C6,South Boston
1102,42.35,-71.08,D4,South End
1103,42.36,-71.06,A1,Downtown?
1104,42.35,-71.13,D14,Brighton
1105,42.28,-71.12,E18,Hyde Park
1106,42.34,-71.09,D4,South End
1107,42.29,-71.12,E18,Hyde Park
1108,42.31,-71.06,C11,Dorchester
1109,42.35,-71.07,D4,South End
1110,42.37,-71.03,A7,East Boston
1111,42.32,-71.1,E13,Jamaica Plain
1112,42.34,-71.07,D4,South End
1113,42.33,-71.1,B2,Roxbury
1114,42.35,-71.06,A1,Downtown?
1115,42.38,-71.04,A7,East Boston
1116,42.34,-71.04,C6,South Boston
1117,42.36,-71.06,A1,Downtown?
1118,42.28,-71.1,B3,Mattapan
1119,,,E18,Hyde Park
1120,42.24,-71.13,E18,Hyde Park
1121,42.27,-71.12,E18,Hyde Park
1122,42.31,-71.09,B2,Roxbury
1123,42.31,-71.12,E13,Jamaica Plain
1124,42.34,-71.05,C6,South Boston
1125,42.3,-71.06,C11,Dorchester
1126,42.33,-71.09,B2,Roxbury
1127,42.28,-71.08,B3,Mattapan
1128,42.3,-71.07,C11,Dorchester
1129,42.27,-71.06,C11,Dorchester
1130,42.27,-71.11,E18,Hyde Park
1131,42.29,-71.05,C11,Dorchester
1132,42.34,-71.04,C6,South Boston
1133,42.35,-71.05,C6,South Boston
1134,42.3,-71.06,C11,Dorchester
1135,,,E13,Jamaica Plain
1136,42.33,-71.07,C6,South Boston
1137,42.3,-71.07,C11,Dorchester
1138,42.34,-71.06,C6,South Boston
1139,42.35,-71.06,A1,Downtown?
1140,42.32,-71.11,E13,Jamaica Plain
1141,42.34,-71.11,B2,Roxbury
1142,42.26,-71.12,E18,Hyde Park
1143,42.3,-71.08,B3,Mattapan
1144,42.33,-71.11,B2,Roxbury
1145,42.32,-71.08,B2,Roxbury
1146,42.36,-71.07,A1,Downtown?
1147,42.32,-71.06,C11,Dorchester
1148,42.32,-71.09,B2,Roxbury
1149,42.39,-71.02,A7,East Boston
1150,42.28,-71.17,E5,West Roxbury
1151,42.32,-71.08,B2,Roxbury
1152,42.29,-71.12,E5,West Roxbury
1153,,,,
1154,42.28,-71.14,E5,West Roxbury
1155,,,A7,East Boston
1156,42.34,-71.07,D4,South End
1157,42.36,-71.07,A1,Downtown?
1158,42.38,-71.03,A7,East Boston
1159,42.29,-71.09,B3,Mattapan
1160,42.3,-71.09,B3,Mattapan
1161,42.36,-71.06,A1,Downtown?
1162,42.32,-71.06,C11,Dorchester
1163,42.31,-71.1,E13,Jamaica Plain
1164,42.35,-71.05,A1,Downtown?
1165,42.31,-71.09,B2,Roxbury
1166,42.32,-71.07,B2,Roxbury
1167,42.34,-71.04,C6,South Boston
1168,42.28,-71.07,C11,Dorchester
1169,42.28,-71.11,E18,Hyde Park
1170,42.36,-71.07,A1,Downtown?
1171,,,D14,Brighton
1172,42.37,-71.05,A1,Downtown?
1173,42.38,-71.04,A7,East Boston
1174,42.35,-71.05,A1,Downtown?
1175,42.33,-71.09,B2,Roxbury
1176,42.35,-71.07,A1,Downtown?
1177,42.31,-71.12,E13,Jamaica Plain
1178,42.29,-71.06,C11,Dorchester
1179,42.32,-71.11,E13,Jamaica Plain
1180,42.33,-71.04,C6,South Boston
1181,42.35,-71.16,D14,Brighton
1182,,,D4,South End
1183,42.33,-71.11,B2,Roxbury
1184,42.31,-71.08,B2,Roxbury
1185,42.34,-71.11,D4,South End
1186,42.29,-71.08,B3,Mattapan
1187,42.3,-71.11,E13,Jamaica Plain
1188,42.33,-71.05,C6,South Boston
1189,42.29,-71.08,B3,Mattapan
1190,42.36,-71.06,A1,Downtown?
1191,42.34,-71.08,D4,South End
1192,42.35,-71.06,A1,Downtown?
1193,42.33,-71.04,C6,South Boston
1194,42.29,-71.12,E18,Hyde Park
1195,42.31,-71.06,C11,Dorchester
1196,42.35,-71.09,D4,South End
1197,42.33,-71.16,D14,Brighton
1198,42.32,-71.11,E13,Jamaica Plain
1199,42.27,-71.07,B3,Mattapan
1200,42.32,-71.1,B2,Roxbury
1201,42.26,-71.11,E18,Hyde Park
1202,42.27,-71.12,E18,Hyde Park
1203,42.32,-71.05,C6,South Boston
1204,42.3,-71.11,E13,Jamaica Plain
1205,42.32,-71.08,B2,Roxbury
1206,42.28,-71.08,B3,Mattapan
1207,42.35,-71.07,D4,South End
1208,42.26,-71.14,E18,Hyde Park
1209,42.34,-71.06,C6,South Boston
1210,,,A7,East Boston
1211,42.3,-71.08,B3,Mattapan
1212,42.33,-71.07,B2,Roxbury
1213,42.37,-71.04,A7,East Boston
1214,,,B2,Roxbury
1215,42.35,-71.06,A1,Downtown?
1216,42.27,-71.13,E18,Hyde Park
1217,42.32,-71.09,B2,Roxbury
1218,42.3,-71.07,C11,Dorchester
1219,42.31,-71.06,C11,Dorchester
1220,42.29,-71.09,B3,Mattapan
1221,42.31,-71.09,B2,Roxbury
1222,,,C11,Dorchester
1223,42.29,-71.15,E5,West Roxbury
1224,42.29,-71.09,B3,Mattapan
1225,42.31,-71.07,C11,Dorchester
1226,42.32,-71.09,B2,Roxbury
1227,42.3,-71.09,B3,Mattapan
1228,42.33,-71.05,C6,South Boston
1229,42.28,-71.1,B3,Mattapan
1230,42.33,-71.04,C6,South Boston
1231,42.36,-71.06,A1,Downtown?
1232,42.29,-71.17,E5,West Roxbury
1233,42.32,-71.1,E13,Jamaica Plain
1234,,,A15,Charlestown
1235,42.35,-71.08,D4,South End
1236,42.3,-71.09,B3,Mattapan
1237,42.36,-71.07,A1,Downtown?
1238,42.31,-71.09,B2,Roxbury
1239,42.27,-71.09,B3,Mattapan
1240,42.3,-71.05,C11,Dorchester
1241,42.36,-71.06,A1,Downtown?
1242,42.34,-71.03,C6,South Boston
1243,42.34,-71.07,D4,South End
1244,42.32,-71.09,B2,Roxbury
1245,42.29,-71.07,C11,Dorchester
1246,42.28,-71.17,E5,West Roxbury
1247,42.29,-71.09,B3,Mattapan
1248,42.35,-71.09,D4,South End
1249,42.29,-71.09,B3,Mattapan
1250,42.35,-71.13,D14,Brighton
1251,42.31,-71.07,B2,Roxbury
1252,42.27,-71.08,B3,Mattapan
1253,42.35,-71.08,D4,South End
1254,42.3,-71.09,B3,Mattapan
1255,42.29,-71.08,B3,Mattapan
1256,42.35,-71.16,D14,Brighton
1257,42.34,-71.15,D14,Brighton
1258,42.33,-71.06,C6,South Boston
1259,42.36,-71.06,A1,Downtown?
1260,42.36,-71.15,D14,Brighton
1261,42.34,-71.14,D14,Brighton
1262,42.34,-71.15,D14,Brighton
1263,42.28,-71.09,B3,Mattapan
1264,42.37,-71.06,A1,Downtown?
1265,42.33,-71.07,B2,Roxbury
1266,42.34,-71.06,C6,South Boston
1267,42.34,-71.06,C6,South Boston
1268,42.38,-71.04,A7,East Boston
1269,42.3,-71.08,B3,Mattapan
1270,42.35,-71.05,C6,South Boston
1271,42.35,-71.14,D14,Brighton
1272,42.27,-71.1,,
1273,42.35,-71.05,C6,South Boston
1274,42.39,-71.0,A7,East Boston
1275,42.3,-71.07,C11,Dorchester
1276,42.28,-71.08,B3,Mattapan
1277,42.31,-71.09,B2,Roxbury
1278,42.34,-71.11,B2,Roxbury
1279,42.34,-71.09,D4,South End
1280,42.34,-71.11,B2,Roxbury
1281,42.34,-71.1,D4,South End
1282,42.29,-71.16,E5,West Roxbury
1283,42.33,-71.05,C6,South Boston
1284,42.36,-71.06,A1,Downtown?
1285,,,C6,South Boston
1286,42.31,-71.11,E13,Jamaica Plain
1287,42.27,-71.16,E5,West Roxbury
1288,42.34,-71.05,C6,South Boston
1289,42.38,-71.01,A7,East Boston
1290,42.35,-71.08,D4,South End
1291,42.33,-71.07,C6,South Boston
1292,42.36,-71.06,A1,Downtown?
1293,,,D4,South End
1294,,,C11,Dorchester
1295,42.34,-71.15,D14,Brighton
1296,42.33,-71.07,B2,Roxbury
1297,42.35,-71.1,D4,South End
1298,42.34,-71.08,D4,South End
1299,42.32,-71.04,C6,South Boston
1300,42.3,-71.05,C11,Dorchester
1301,42.31,-71.08,B2,Roxbury
1302,42.31,-71.08,B2,Roxbury
1303,42.26,-71.12,E18,Hyde Park
1304,42.27,-71.16,E5,West Roxbury
1305,42.34,-71.08,D4,South End
1306,42.33,-71.05,C6,South Boston
1307,42.28,-71.1,B3,Mattapan
1308,42.34,-71.07,D4,South End
1309,42.38,-71.03,A7,East Boston
1310,42.35,-71.15,D14,Brighton
1311,42.35,-71.06,A1,Downtown?
1312,42.35,-71.06,A1,Downtown?
1313,42.31,-71.07,C11,Dorchester
1314,42.37,-71.04,A7,East Boston
1315,42.33,-71.1,B2,Roxbury
1316,42.31,-71.06,C11,Dorchester
1317,42.35,-71.14,D14,Brighton
1318,42.33,-71.08,B2,Roxbury
1319,42.29,-71.08,B3,Mattapan
1320,42.33,-71.07,C6,South Boston
1321,42.28,-71.12,E18,Hyde Park
1322,42.36,-71.07,A1,Downtown?
1323,42.31,-71.07,C11,Dorchester
1324,-1.0,-1.0,,
1325,42.33,-71.08,D4,South End
1326,42.3,-71.07,C11,Dorchester
1327,42.27,-71.11,E18,Hyde Park
1328,42.34,-71.07,D4,South End
1329,42.32,-71.12,E13,Jamaica Plain
1330,,,A1,Downtown?
1331,42.32,-71.1,E13,Jamaica Plain
1332,42.29,-71.15,E5,West Roxbury
1333,,,B2,Roxbury
1334,42.35,-71.08,D4,South End
1335,42.37,-71.03,A7,East Boston
1336,42.3,-71.07,C11,Dorchester
1337,42.38,-71.05,A15,Charlestown
1338,42.37,-71.06,A1,Downtown?
1339,42.28,-71.07,C11,Dorchester
1340,42.3,-71.07,C11,Dorchester
1341,42.29,-71.06,C11,Dorchester
1342,42.32,-71.11,E13,Jamaica Plain
1343,42.36,-71.07,A1,Downtown?
1344,42.38,-71.04,A7,East Boston
1345,42.38,-71.06,A15,Charlestown
1346,42.35,-71.04,C6,South Boston
1347,42.32,-71.08,B2,Roxbury
1348,42.35,-71.05,C6,South Boston
1349,42.33,-71.04,C6,South Boston
1350,42.33,-71.08,B2,Roxbury
1351,42.3,-71.06,C11,Dorchester
1352,42.35,-71.1,D4,South End
1353,42.36,-71.06,A1,Downtown?
1354,42.32,-71.09,B2,Roxbury
1355,42.32,-71.1,E13,Jamaica Plain
1356,42.35,-71.08,D4,South End
1357,42.33,-71.04,C6,South Boston
1358,42.32,-71.05,C6,South Boston
1359,42.29,-71.07,C11,Dorchester
1360,42.38,-71.08,A15,Charlestown
1361,42.3,-71.08,B3,Mattapan
1362,42.3,-71.06,C11,Dorchester
1363,42.35,-71.14,D14,Brighton
1364,42.25,-71.12,E18,Hyde Park
1365,42.35,-71.08,D4,South End
1366,,,B2,Roxbury
1367,42.39,-71.01,A7,East Boston
1368,42.34,-71.1,B2,Roxbury
1369,42.27,-71.07,B3,Mattapan
1370,,,A1,Downtown?
1371,42.33,-71.1,B2,Roxbury
1372,42.37,-71.04,A7,East Boston
1373,42.31,-71.08,B2,Roxbury
1374,42.35,-71.08,D4,South End
1375,42.35,-71.14,D14,Brighton
1376,42.26,-71.13,E18,Hyde Park
1377,42.3,-71.08,C11,Dorchester
1378,42.28,-71.09,B3,Mattapan
1379,42.27,-71.1,E18,Hyde Park
1380,42.38,-71.03,A7,East Boston
1381,42.28,-71.05,C11,Dorchester
1382,42.34,-71.09,B2,Roxbury
1383,42.31,-71.11,E13,Jamaica Plain
1384,42.27,-71.09,B3,Mattapan
1385,42.29,-71.07,C11,Dorchester
1386,42.34,-71.15,D14,Brighton
1387,42.29,-71.14,E5,West Roxbury
1388,42.39,-71.01,A7,East Boston
1389,42.28,-71.09,B3,Mattapan
1390,,,C11,Dorchester
1391,42.35,-71.06,A1,Downtown?
1392,42.29,-71.06,C11,Dorchester
1393,42.28,-71.13,E5,West Roxbury
1394,42.31,-71.09,B2,Roxbury
1395,42.36,-71.05,A1,Downtown?
1396,42.33,-71.08,B2,Roxbury
1397,42.39,-71.01,A7,East Boston
1398,,,A1,Downtown?
1399,42.34,-71.04,C6,South Boston
1400,42.31,-71.08,B2,Roxbury
1401,42.28,-71.08,B3,Mattapan
1402,42.34,-71.07,D4,South End
1403,42.28,-71.09,B3,Mattapan
1404,42.32,-71.09,B2,Roxbury
1405,42.33,-71.05,C6,South Boston
1406,42.31,-71.07,C11,Dorchester
1407,42.31,-71.1,E13,Jamaica Plain
1408,42.28,-71.09,B3,Mattapan
1409,42.35,-71.13,D14,Brighton
1410,42.26,-71.15,E5,West Roxbury
1411,42.35,-71.06,A1,Downtown?
1412,42.29,-71.13,E5,West Roxbury
1413,42.38,-71.04,A7,East Boston
1414,42.37,-71.05,A1,Downtown?
1415,42.36,-71.07,A1,Downtown?
1416,42.32,-71.07,B2,Roxbury
1417,42.28,-71.1,B3,Mattapan
1418,42.38,-71.06,A15,Charlestown
