LOCATIONID,STREET,LAT,LON,POLICE_DISTRICT,DISTRICT
2443,WASHINGTON ST,42.27667497,-71.13890156,E5,West Roxbury
2444,SOUTHAMPTON ST,42.33168201,-71.06798742,C6,South Boston
2445,MAPLE ST,42.28955417,-71.15591762,E5,West Roxbury
2446,NORFOLK ST,42.28363434,-71.0828132,B3,Mattapan
2447,CALUMET ST,42.33164942,-71.10388952,B2,Roxbury
2448,TREMONT ST,42.33989976,-71.07930014,D4,South End
2449,COLUMBIA RD,42.30352079,-71.08404465,B2,Roxbury
2450,SAINT BOTOLPH ST,42.34561901,-71.07990847,D4,South End
2451,HERALD ST,42.34675589,-71.0652127,D4,South End
2452,E EIGHTH ST,42.33129177,-71.04539502,C6,South Boston
2453,CHARLES ST S,42.3496828,-71.06656125,A1,Downtown
2454,BEACON ST,42.35118146,-71.0882412,D4,South End
2455,E SIXTH ST,42.33321208,-71.0301811,C6,South Boston
2456,GEORGETOWNE DR,42.25943465,-71.14798064,E5,West Roxbury
2458,HAZELWOOD CT,42.31785103,-71.08499096,B2,Roxbury
2459,CHURCH ST,42.34826633,-71.06753338,A1,Downtown
2460,CAMBRIDGE ST,42.36116819,-71.06371565,A1,Downtown
2461,GENEVA AVE,42.30176046,-71.06865428,C11,Dorchester
2463,ANTWERP ST,42.35796985,-71.1407986,D14,Brighton
2464,PARK ST,42.29786606,-71.06332517,C11,Dorchester
2465,THOMAS PARK,42.33337487,-71.04451764,C6,South Boston
2466,SAINT BOTOLPH ST,42.3414751,-71.08495034,D4,South End
2467,LYFORD ST,42.28850204,-71.08371516,B3,Mattapan
2468,ANNUNCIATION RD,42.33645686,-71.09316852,B2,Roxbury
2469,BEECH GLEN ST,42.3246387,-71.09531354,B2,Roxbury
2470,LAURIAT ST,42.28800485,-71.08027891,B3,Mattapan
2472,LANGDON ST,42.32544469,-71.06964485,B2,Roxbury
2473,COLUMBUS AVE,42.339675,-71.0829325,D4,South End
2474,CENTRE ST,42.32270922,-71.09932317,E13,Jamaica Plain
2475,CUMMINS HWY,42.27490448,-71.11007016,E18,Hyde Park
2476,COMMONWEALTH AVE,42.34945353,-71.08644334,D4,South End
2477,WARREN SQ,42.31317095,-71.11207359,E13,Jamaica Plain
2478,TOPLIFF ST,42.30190019,-71.06777275,C11,Dorchester
2479,TREMONT ST,42.34218704,-71.07494905,D4,South End
2480,BALLOU AVE,42.28679301,-71.08111935,B3,Mattapan
2481,CARNEY CT,42.37915428,-71.06022431,A15,Charlestown
2482,WASHINGTON ST,42.35456406,-71.06147418,A1,Downtown
2483,PRENTISS ST,42.33414659,-71.09470188,B2,Roxbury
2484,MACKIN ST,42.36105634,-71.14447095,D14,Brighton
2485,HEATH ST,42.32665471,-71.10679596,E13,Jamaica Plain
2486,WORCESTER ST,42.34102033,-71.07972113,D4,South End
2487,ATLANTIC AVE,42.354758,-71.051414,A1,Downtown
2489,BOYLSTON ST,42.31538816,-71.10239088,E13,Jamaica Plain
2490,GARDEN COURT ST,42.36436093,-71.05330627,A1,Downtown
2491,CLEARWAY ST,42.34544847,-71.08683654,D4,South End
2492,STATE ST,42.35913205,-71.05504984,A1,Downtown
2494,CENTRAL SQ,42.37421104,-71.03918485,A7,East Boston
2495,INTERVALE ST,42.31049939,-71.07733579,B2,Roxbury
2496,ALLERTON ST,42.3295381,-71.07163555,B2,Roxbury
2497,FLORIDA ST,42.28924421,-71.0589587,C11,Dorchester
2498,ALLERTON ST,42.32918426,-71.07112135,B2,Roxbury
2499,SCHOOL ST,42.35742837,-71.05832551,A1,Downtown
2500,WESTVILLE ST,42.30138747,-71.0658424,C11,Dorchester
2501,EVERETT ST,42.25746471,-71.12170562,E18,Hyde Park
2502,FRONTAGE RD,42.34277328,-71.0616857,C6,South Boston
2503,WASHINGTON ST,42.28688203,-71.1276629,E5,West Roxbury
2504,BEECH ST,42.27717807,-71.13522599,E5,West Roxbury
2505,GENERAL LAWRENCE J LOGAN ,42.32828842,-71.05529696,C6,South Boston
2506,CHURCH ST,42.34895975,-71.06813697,A1,Downtown
2507,MELVILLE AVE,42.29570358,-71.06280641,C11,Dorchester
2508,WASHINGTON ST,42.34890289,-71.15890934,D14,Brighton
2509,MASSACHUSETTS AVE,42.34709349,-71.08764568,D4,South End
2510,BROOKLINE AVE,42.34698823,-71.09874531,D4,South End
2511,NORWAY ST,42.34535675,-71.0890965,D4,South End
2512,INWOOD ST,42.30600611,-71.06929307,C11,Dorchester
2514,CENTRE ST,42.26223435,-71.16352042,E5,West Roxbury
2515,HIGHLAND ST,42.32339127,-71.09547475,B2,Roxbury
2517,LONGWOOD AVE,42.3365535,-71.10198577,B2,Roxbury
2518,DAKOTA ST,42.29992148,-71.06783825,C11,Dorchester
2519,BROOKSIDE AVE,42.31392897,-71.10288162,E13,Jamaica Plain
2520,COLUMBUS AVE,42.3428985,-71.0788,D4,South End
2522,LYNDHURST ST,42.2922879,-71.07177018,C11,Dorchester
2523,WASHINGTON ST,42.37295916,-71.06462811,A15,Charlestown
2524,WASHINGTON ST,42.34885012,-71.15982522,D14,Brighton
2525,COMMONWEALTH AVE,42.35199294,-71.07706785,D4,South End
2526,E EIGHTH ST,42.33142637,-71.03820913,C6,South Boston
2527,HAMMOND ST,42.33676946,-71.08357252,D4,South End
2529,ALAMEDA RD,42.29211473,-71.15415383,E5,West Roxbury
2530,AMORY ST,42.31915678,-71.10067583,E13,Jamaica Plain
2531,CANTERBURY ST,42.2831924,-71.11154656,E18,Hyde Park
2532,SOUTHAMPTON ST,42.33076176,-71.06334878,C6,South Boston
2533,HEMENWAY ST,42.34395226,-71.08990705,D4,South End
2534,SARATOGA ST,42.38648845,-71.00986751,A7,East Boston
2535,MERIDIAN ST,42.37901498,-71.03920664,A7,East Boston
2536,CULBERT ST,42.27372385,-71.09449411,B3,Mattapan
2537,BENNINGTON ST,42.38635291,-71.00782032,A7,East Boston
2538,RIVER ST,42.2533034,-71.12971806,E18,Hyde Park
2539,MASSACHUSETTS AVE,42.34107005,-71.08255287,D4,South End
2540,SOUTH ST,42.28718942,-71.12954583,E5,West Roxbury
2541,PIER 4 BLVD,-1,-1,C6,South Boston
2542,GLENROSE RD,42.29168072,-71.05847274,C11,Dorchester
2543,DUDLEY ST,42.32919289,-71.08730233,B2,Roxbury
2544,CEDAR ST,42.37685696,-71.06195643,A15,Charlestown
2545,B ST,42.34157734,-71.05300446,C6,South Boston
2546,BROOKS ST,42.35512074,-71.16267863,D14,Brighton
2547,ALDRICH ST,42.28565795,-71.13978042,E5,West Roxbury
2548,NORFOLK ST,42.28945401,-71.0728028,B3,Mattapan
2549,METCALF CT,42.30536762,-71.115715,E13,Jamaica Plain
2551,FAIRVIEW AVE,42.24589301,-71.13838053,E18,Hyde Park
2552,NORTH ST,42.36579835,-71.05148763,A1,Downtown
2553,BRADLEE ST,42.29714531,-71.07409528,B3,Mattapan
2554,GERARD ST,42.32965577,-71.07233804,B2,Roxbury
2555,FAYWOOD AVE,42.39214603,-71.00893922,A7,East Boston
2556,CHARLES ST,42.35685593,-71.06979283,A1,Downtown
2557,HUMPHREYS ST,42.31920512,-71.06676803,B2,Roxbury
2558,HAMILTON ST,42.30500848,-71.06606441,C11,Dorchester
2559,OAK ST W,42.34852699,-71.06486875,A1,Downtown
2560,BLUE HILL AVE,42.29993995,-71.08621901,B3,Mattapan
2561,RUSKINDALE RD,42.26889666,-71.1081375,E18,Hyde Park
2562,COLUMBUS AVE,42.31506898,-71.09746579,E13,Jamaica Plain
2563,WASHINGTON ST,42.26058026,-71.15768668,E5,West Roxbury
2564,WALNUT AVE,42.32031741,-71.08732302,B2,Roxbury
2565,RIVER ST,42.25592648,-71.12317207,E18,Hyde Park
2566,CENTRE ST,42.32208597,-71.10964043,E13,Jamaica Plain
2567,MARCELLA ST,42.32525339,-71.09670872,B2,Roxbury
2568,WILLOW ST,42.29343003,-71.15702154,E5,West Roxbury
2569,GEORGETOWNE PL,42.25520097,-71.14449084,E5,West Roxbury
2570,BOARDMAN ST,42.39001126,-71.01170314,A7,East Boston
2571,HUDSON ST,42.34867943,-71.0608949,A1,Downtown
2572,IRMA ST,42.28702169,-71.08754609,B3,Mattapan
2573,SHERIDAN ST,42.31916141,-71.105923,E13,Jamaica Plain
2574,WOOD AVE,42.26629633,-71.11096143,E18,Hyde Park
2575,HUMBOLDT AVE,42.31430348,-71.08856593,B2,Roxbury
2576,W BROOKLINE ST,42.34053727,-71.07360437,D4,South End
2577,COLORADO ST,42.27882383,-71.09777223,B3,Mattapan
2578,QUEENSBERRY ST,42.34255587,-71.09807867,D4,South End
2580,BROOKLINE AVE,42.33748963,-71.10880593,B2,Roxbury
2581,LUCERNE ST,42.28580108,-71.08887083,B3,Mattapan
2582,HOLDEN ST,42.31892106,-71.064284,B2,Roxbury
2583,BRANDYWYNE DR,42.38783615,-71.01203798,A7,East Boston
2584,PRESCOTT ST,42.37525782,-71.02466343,A7,East Boston
2585,CONGRESS ST,42.36139413,-71.0576869,A1,Downtown
2586,MASSACHUSETTS AVE,42.34194788,-71.08362479,D4,South End
2587,AMORY ST,42.31715858,-71.1024688,E13,Jamaica Plain
2588,ALBANY ST,42.34298822,-71.06249834,D4,South End
2589,COMMONWEALTH AVE,42.33836272,-71.15441001,D14,Brighton
2590,HAMILTON PL,42.35647754,-71.06142472,A1,Downtown
2591,SCHUYLER ST,42.30911422,-71.08667126,B2,Roxbury
2592,ASHTON ST,42.28822834,-71.0889687,B3,Mattapan
2594,SOLDIERS FIELD RD,42.35891094,-71.15765076,D14,Brighton
2595,HEREFORD ST,42.35073001,-71.08660505,D4,South End
2596,TUDOR ST,42.33419107,-71.04985405,C6,South Boston
2597,BEACON ST,42.35335717,-71.08017703,D4,South End
2598,DENT ST,42.28295084,-71.16286564,E5,West Roxbury
2599,SHAWMUT AVE,42.33861405,-71.07610072,D4,South End
2600,ARBORWAY,42.30503373,-71.11970698,E13,Jamaica Plain
2601,PARK DR,42.34241506,-71.09521114,D4,South End
2602,ESTELLA ST,42.28687441,-71.09457079,B3,Mattapan
2603,FRENCH TER,42.33071752,-71.0971324,B2,Roxbury
2604,MILK ST,42.35887889,-71.0508747,A1,Downtown
2605,E DEDHAM ST,42.33906437,-71.06936821,D4,South End
2606,GLEASON ST,42.29755695,-71.08182045,B3,Mattapan
2607,MARLBOROUGH ST,42.35093243,-71.08585528,D4,South End
2608,SCHOOL ST,42.36022863,-71.14271519,D14,Brighton
2609,CLARENCE ST,42.32462274,-71.07311246,B2,Roxbury
2610,WEBSTER ST,42.36508091,-71.0332669,A7,East Boston
2611,FULLER ST,42.28072751,-71.07713631,B3,Mattapan
2612,MASSACHUSETTS AVE,42.33562126,-71.07582361,D4,South End
2613,DALTON ST,42.3470248,-71.08516365,D4,South End
2614,UNION PARK ST,42.33997789,-71.06614372,D4,South End
2615,FOODMART RD,42.33601255,-71.06247708,C6,South Boston
2616,WITHINGTON ST,42.28784229,-71.07263066,B3,Mattapan
2617,W HOWELL ST,42.32552765,-71.05984052,C6,South Boston
2618,KIRKWOOD RD,42.34126852,-71.15750565,D14,Brighton
2619,MAYFAIR ST,42.32018388,-71.09050016,B2,Roxbury
2620,WALK HILL ST,42.27791465,-71.09452937,B3,Mattapan
2622,CAMBRIDGE ST,42.36122324,-71.06593235,A1,Downtown
2623,MASSACHUSETTS AVE,42.336955,-71.07747,D4,South End
2624,DORCHESTER ST,42.33597778,-71.04484195,C6,South Boston
2625,RIVER ST,42.27158947,-71.07752678,B3,Mattapan
2626,DORCHESTER AVE,42.33215502,-71.05699099,C6,South Boston
2627,REVERE ST,42.35945258,-71.07143722,A1,Downtown
2628,DRESSER ST,42.33943573,-71.0473983,C6,South Boston
2629,SPRING ST,42.27757964,-71.16274799,E5,West Roxbury
2631,HIGH ST,42.37788019,-71.06562561,A15,Charlestown
2632,COOPER ST,42.36436412,-71.05554826,A1,Downtown
2633,BROAD ST,42.3589268,-71.05450643,A1,Downtown
2635,ALBANO ST,42.28342598,-71.13137374,E5,West Roxbury
2636,WASHINGTON ST,42.31615184,-71.09795135,E13,Jamaica Plain
2637,GEORGETOWNE DR,42.25661385,-71.14449037,E5,West Roxbury
2638,BOSTON ST,42.320483,-71.061514,C11,Dorchester
2639,CHELSEA ST,42.37977166,-71.02730041,A7,East Boston
2640,HUNTINGTON AVE,42.34162576,-71.08643481,D4,South End
2641,IMRIE RD,42.35138487,-71.13832276,D14,Brighton
2642,CLARE AVE,42.27162486,-71.11915512,E18,Hyde Park
2643,LEGENDS WAY,42.36643546,-71.06135413,A1,Downtown
2644,HARVARD AVE,42.3001358,-71.07563344,B3,Mattapan
2645,WESTVIEW ST,42.29073239,-71.08528234,B3,Mattapan
2646,RIVER ST,42.26536513,-71.09872818,E18,Hyde Park
2647,MCNULTY CT,42.37808452,-71.05784115,A15,Charlestown
2648,WASHINGTON ST,42.29398908,-71.12009356,E5,West Roxbury
2649,E INDIA ROW,42.35840146,-71.05041556,A1,Downtown
2650,RIVER ST,42.25120821,-71.13095369,E18,Hyde Park
2651,POPES HILL ST,42.29326352,-71.04902283,C11,Dorchester
2652,SOUTHBOURNE RD,42.28981486,-71.11767828,E13,Jamaica Plain
2653,E COTTAGE ST,42.32004176,-71.06104118,C11,Dorchester
2654,CENTRE ST,42.32238956,-71.10832681,E13,Jamaica Plain
2655,NORTHAMPTON ST,42.33313833,-71.07474015,D4,South End
2656,S HUNTINGTON AVE,42.32425305,-71.11231088,E13,Jamaica Plain
2657,ALLSTATE RD,42.326143,-71.06338264,C6,South Boston
2658,MEREDITH ST,42.2846823,-71.15096121,E5,West Roxbury
2659,CEYLON ST,42.30963475,-71.07321346,B2,Roxbury
2661,MASSACHUSETTS AVE,42.33285585,-71.07262418,D4,South End
2662,BEACON ST,42.33626664,-71.14950271,D14,Brighton
2663,FAIRMOUNT AVE,42.2554572,-71.12078435,E18,Hyde Park
2664,LAWRENCE AVE,42.31077758,-71.07480891,B2,Roxbury
2665,MASSACHUSETTS AVE,42.33825572,-71.07920918,D4,South End
2667,BRAYTON RD,42.34834581,-71.16967567,D14,Brighton
2668,DAKOTA ST,42.30016543,-71.0668537,C11,Dorchester
2669,LONSDALE ST,42.29111533,-71.05843629,C11,Dorchester
2670,REGENT ST,42.32347517,-71.0875019,B2,Roxbury
2671,RIVER STREET TER,42.26086987,-71.11234054,E18,Hyde Park
2672,ATHENS ST,42.34070297,-71.05267418,C6,South Boston
2674,CHESTER ST,42.35410505,-71.12792774,D14,Brighton
2675,HYDE PARK AVE,42.24883412,-71.12680769,E18,Hyde Park
2676,IRWIN AVE,42.3214622,-71.0780367,B2,Roxbury
2677,RIVER ST,42.25838975,-71.11819334,E18,Hyde Park
2678,BROWNING AVE,42.29385719,-71.08324022,B3,Mattapan
2679,DALESSIO CT,42.33901243,-71.05505848,C6,South Boston
2680,PARK ST,42.29685211,-71.06702258,C11,Dorchester
2681,KENILWORTH ST,42.32874077,-71.08771559,B2,Roxbury
2682,WOODMONT ST,42.35681945,-71.1626016,D14,Brighton
2683,MARCELLA ST,42.32584291,-71.09654897,B2,Roxbury
2684,SALEM ST,42.36359292,-71.0558719,A1,Downtown
2685,BURBANK ST,42.34447409,-71.08889326,D4,South End
2686,HYDE PARK AVE,42.23850959,-71.13277923,E18,Hyde Park
2687,READING ST,42.33061974,-71.07388234,B2,Roxbury
2688,MAGNOLIA ST,42.31193478,-71.07341982,B2,Roxbury
2690,RALSTON RD,42.26572445,-71.10313612,E18,Hyde Park
2691,STUART ST,42.35115433,-71.06547895,A1,Downtown
2692,CHISHOLM RD,42.27565476,-71.12695602,E5,West Roxbury
2693,PREBLE ST,42.32922503,-71.05424964,C6,South Boston
2694,LENOX ST,42.33616864,-71.08042312,D4,South End
2695,MAVERICK ST,42.36815918,-71.03438535,A7,East Boston
2696,HAMILTON ST,42.30876798,-71.0704672,C11,Dorchester
2697,QUINCY ST,42.31168573,-71.07111997,B2,Roxbury
2698,PERRY ST,42.34281748,-71.0670516,D4,South End
2699,CHESTNUT HILL AVE,42.34082852,-71.15500372,D14,Brighton
2700,HANOVER ST,42.36683278,-71.05261725,A1,Downtown
2701,MASSACHUSETTS AVE,42.32779976,-71.06771009,C6,South Boston
2702,F ST,42.33741306,-71.04705969,C6,South Boston
2704,DORCHESTER AVE,42.32137427,-71.05679486,C6,South Boston
2705,UNIVERSITY RD,42.3509514,-71.10956892,D4,South End
2706,HAWTHORNE ST,42.28405737,-71.12686562,E5,West Roxbury
2707,MEDWAY ST,42.27209952,-71.06578251,C11,Dorchester
2708,IFFLEY RD,42.31236627,-71.0993374,E13,Jamaica Plain
2709,BLUE HILL AVE,42.31214719,-71.08053224,B2,Roxbury
2710,FRANKLIN PARK RD,42.30238064,-71.0871183,B2,Roxbury
2711,E ST,42.33539376,-71.05212586,C6,South Boston
2712,RIVER ST,42.27152081,-71.07675823,B3,Mattapan
2713,COMMONWEALTH AVE,42.35352153,-71.07283786,D4,South End
2714,ROSEWAY ST,42.31869426,-71.11116591,E13,Jamaica Plain
2715,WOODROW AVE,42.28666867,-71.08625467,B3,Mattapan
2716,E SECOND ST,42.33742812,-71.02902983,C6,South Boston
2717,BOSTON ST,42.32111259,-71.06134031,C6,South Boston
2718,FRANCIS ST,42.33606304,-71.10782832,B2,Roxbury
2720,E FOURTH ST,42.33466748,-71.04125555,C6,South Boston
2721,RUGBY RD,42.26989589,-71.10413576,E18,Hyde Park
2722,DORCHESTER AVE,42.32481502,-71.05685147,C6,South Boston
2723,WALNUT AVE,42.31633754,-71.09326915,B2,Roxbury
2726,TRAIN ST,42.29532845,-71.05522499,C11,Dorchester
2727,CEDAR ST,42.27237694,-71.07524224,B3,Mattapan
2728,COMMON ST,42.37409295,-71.06055026,A15,Charlestown
2729,CHISWICK RD,42.33861137,-71.15048997,D14,Brighton
2730,CENTRE ST,42.3212743,-71.11030469,E13,Jamaica Plain
2731,ADAMS ST,42.29807739,-71.05695195,C11,Dorchester
2732,AMERICAN LEGION HWY,42.28591196,-71.10956984,E18,Hyde Park
2733,CUMMINS HWY,42.27043477,-71.10005783,B3,Mattapan
2734,WASHINGTON ST,42.35783831,-71.05795495,A1,Downtown
2735,DOONE AVE,42.27807456,-71.08254983,B3,Mattapan
2736,GROVELAND ST,42.2727729,-71.07725241,B3,Mattapan
2737,NORTHAMPTON ST,42.33665048,-71.07841035,D4,South End
2738,SAVIN HILL AVE,42.3123159,-71.0549829,C11,Dorchester
2739,TUFTS ST,42.37877257,-71.05677893,A15,Charlestown
2740,E EIGHTH ST,42.33139575,-71.03983187,C6,South Boston
2741,SOUTH ST,42.30562692,-71.11470126,E13,Jamaica Plain
2742,WENSLEY ST,42.32706721,-71.10128822,B2,Roxbury
2743,CHELSEA ST,42.38101018,-71.02586305,A7,East Boston
2744,SPENCER ST,42.2920407,-71.07544515,B3,Mattapan
2745,SHEPTON ST,42.28995318,-71.06076101,C11,Dorchester
2746,BROMFIELD ST,42.35675845,-71.06032929,A1,Downtown
2747,MANOR ST,42.29123683,-71.05450229,C11,Dorchester
2748,CHELSEA ST,42.37513644,-71.03268807,A7,East Boston
2749,WEST ST,42.25987233,-71.11936085,E18,Hyde Park
2751,FAIRFIELD ST,42.34968607,-71.08217945,D4,South End
2752,CHATHAM ST,42.35953665,-71.0556771,A1,Downtown
2753,BROOKWAY RD,42.29338247,-71.11921695,E5,West Roxbury
2754,MARINE RD,42.3305903,-71.03888028,C6,South Boston
2755,BUNKER HILL ST,42.37629137,-71.05663394,A15,Charlestown
2756,DIXWELL ST,42.31433402,-71.09791405,E13,Jamaica Plain
2757,O'REILLY WAY,42.37789565,-71.05840764,A15,Charlestown
2758,DUDLEY ST,42.32901664,-71.08605153,B2,Roxbury
2759,SUMMER ST,42.35426247,-71.05883334,A1,Downtown
2760,LASELL ST,42.2878208,-71.16832122,E5,West Roxbury
2761,SAINT JAMES ST,42.32703627,-71.08687838,B2,Roxbury
2762,CEDAR ST,42.32541109,-71.09141411,B2,Roxbury
2763,SOJOURNER TRUTH CT,42.3346586,-71.08469354,B2,Roxbury
2764,COMMONWEALTH AVE,42.3525717,-71.0749163,D4,South End
2765,RADCLIFFE ST,42.30020194,-71.07835353,B3,Mattapan
2766,LEEDS ST,42.33052378,-71.0562433,C6,South Boston
2767,BELLEVUE ST,42.2825304,-71.15526193,E5,West Roxbury
2768,QUINCY ST,42.31369016,-71.07696741,B2,Roxbury
2769,PARK ST,42.29497168,-71.07524993,B3,Mattapan
2771,E SEVENTH ST,42.33240833,-71.02837092,C6,South Boston
2772,COREY ST,42.28467377,-71.15498523,E5,West Roxbury
2773,PARK DR,42.34211308,-71.10143339,D4,South End
2774,FOSTER ST,42.34432328,-71.15778368,D14,Brighton
2775,HAMMOND ST,42.33503481,-71.08240248,D4,South End
2776,HARRISON AVE,42.345691,-71.063365,D4,South End
2777,READVILLE ST,42.24525124,-71.13465321,E18,Hyde Park
2778,PRINCE ST,42.36475392,-71.05469547,A1,Downtown
2779,MOUNT VERNON ST,42.28328757,-71.15838633,E5,West Roxbury
2780,N BENNET ST,42.36552449,-71.05456021,A1,Downtown
2781,BOWDOIN ST,42.3036967,-71.07104897,C11,Dorchester
2782,BATCHELDER ST,42.32311604,-71.0691723,B2,Roxbury
2783,MILLSTONE RD,42.23312147,-71.13102697,E18,Hyde Park
2784,BOYLSTON ST,42.34693807,-71.09266111,D4,South End
2785,WOODROW AVE,42.28756451,-71.08223781,B3,Mattapan
2786,WASHINGTON ST,42.34148578,-71.06920852,D4,South End
2787,BLUE HILL AVE,42.31335397,-71.07961067,B2,Roxbury
2788,COMO RD,42.24071718,-71.13935624,E18,Hyde Park
2789,HARWOOD ST,42.28549888,-71.0889698,B3,Mattapan
2790,BELDEN ST,42.31985447,-71.06499609,B2,Roxbury
2792,KINGSDALE ST,42.29528206,-71.07957414,B3,Mattapan
2793,DORCHESTER ST,42.330253,-71.05559939,C6,South Boston
2794,BEACON ST,42.35590084,-71.07058043,A1,Downtown
2795,VAN NESS ST,42.34574452,-71.09695702,D4,South End
2796,BAKER ST,42.27381773,-71.16583944,E5,West Roxbury
2797,MAGNOLIA ST,42.31863829,-71.06984326,B2,Roxbury
2798,MYOPIA RD,42.26301818,-71.12709821,E18,Hyde Park
2799,JOHNSTON RD,42.28750526,-71.09212143,B3,Mattapan
2800,BLUE LEDGE DR,42.27348212,-71.13779498,E5,West Roxbury
2802,DUDLEY ST,42.32324828,-71.07344038,B2,Roxbury
2803,SHEAFE ST,42.36606638,-71.0552538,A1,Downtown
2804,EASTON AVE,42.25093711,-71.12277648,E18,Hyde Park
2805,WELD ST,42.29414671,-71.13723798,E5,West Roxbury
2806,EMBASSY RD,42.34194178,-71.15562557,D14,Brighton
2807,LAURIE AVE,42.26929195,-71.17110585,E5,West Roxbury
2808,NEWMARKET SQ,42.33004787,-71.0666544,C6,South Boston
2809,COMMONWEALTH AVE,42.34822741,-71.14075262,D14,Brighton
2810,MASSACHUSETTS AVE,42.32411838,-71.06461321,C6,South Boston
2811,PARK LN,42.34831222,-71.03897325,C6,South Boston
2813,DUDLEY ST,42.32853529,-71.08213874,B2,Roxbury
2814,NORTH AVE,42.32182903,-71.07328487,B2,Roxbury
2815,WAYLAND ST,42.31428744,-71.07697146,B2,Roxbury
2816,NEPONSET FIELD LN,42.26193774,-71.10504282,E18,Hyde Park
2817,VFW PKWY,42.26932098,-71.17204938,E5,West Roxbury
2818,HARVARD ST,42.29648008,-71.08001594,B3,Mattapan
2819,JEWISH WAR VETERANS DR,42.29765063,-71.09178006,B2,Roxbury
2821,COLUMBUS AVE,42.31771185,-71.09836379,E13,Jamaica Plain
2822,COLUMBIA RD,42.33046611,-71.04513271,C6,South Boston
2823,LAGRANGE ST,42.27326387,-71.14401468,E5,West Roxbury
2824,PARKER HILL AVE,42.32798679,-71.09935358,B2,Roxbury
2825,VERMONT ST,42.29017307,-71.16136284,E5,West Roxbury
2826,FAWNDALE RD,42.28906908,-71.12116753,E5,West Roxbury
2827,WINTHROP ST,42.32424069,-71.07761917,B2,Roxbury
2828,SILVA PL,42.31757205,-71.08445525,B2,Roxbury
2829,BOWDOIN ST,42.30982594,-71.06364294,C11,Dorchester
2830,HEATH ST,42.32610077,-71.10433335,E13,Jamaica Plain
2831,COMMONWEALTH AVE,42.33970952,-71.15175699,D14,Brighton
2832,SALEM ST,42.36671934,-71.05450994,A1,Downtown
2833,CASTLE CT,42.34483984,-71.06740492,D4,South End
2834,CONGREVE ST,42.28942828,-71.13835951,E5,West Roxbury
2835,TREMONT ST,42.34010961,-71.0788244,D4,South End
2836,W CANTON ST,42.34543327,-71.07739498,D4,South End
2837,BEECH ST,42.27419363,-71.13052404,E18,Hyde Park
2838,G ST,42.33324376,-71.04418538,C6,South Boston
2839,ELM ST,42.3096093,-71.11080994,E13,Jamaica Plain
2841,WARREN ST,42.31250552,-71.08314735,B2,Roxbury
2842,NASSAU ST,42.34880604,-71.06285447,A1,Downtown
2843,POWELLTON RD,42.3045083,-71.08075871,B3,Mattapan
2844,GLENELLEN RD,42.26704228,-71.16398072,E5,West Roxbury
2845,BRAGDON ST,42.31925844,-71.10003222,E13,Jamaica Plain
2846,ALFORD ST,42.38476292,-71.07385454,A15,Charlestown
2847,BRANCHFIELD ST,42.27176662,-71.06382369,C11,Dorchester
2848,LITHGOW ST,42.2896398,-71.07046114,C11,Dorchester
2849,BUNKER HILL ST,42.37910388,-71.06289202,A15,Charlestown
2850,BLUE HILL AVE,42.31295163,-71.07989658,B2,Roxbury
2851,IPSWICH ST,42.34717651,-71.09433704,D4,South End
2852,E ST,42.33781259,-71.04929183,C6,South Boston
2853,HARVARD ST,42.298695,-71.07555206,B3,Mattapan
2854,W SEVENTH ST,42.33648581,-71.05424501,C6,South Boston
2855,FENWAY,42.33932485,-71.09937561,B2,Roxbury
2857,UNION ST,42.36068787,-71.05687293,A1,Downtown
2858,NEWMARKET SQ,42.32754043,-71.06598386,C6,South Boston
2859,WILLIS ST,42.31825005,-71.06122687,C11,Dorchester
2861,MCLELLAN ST,42.2994619,-71.08360148,B3,Mattapan
2862,FRIEND ST,42.36496663,-71.06157974,A1,Downtown
2863,WILLIAM T MORRISSEY BLVD,42.29507166,-71.04749709,C11,Dorchester
2864,CENTRAL SQ,42.37505251,-71.03883891,A7,East Boston
2865,CALUMET ST,42.33052492,-71.10306422,B2,Roxbury
2866,BEACON ST,42.34878726,-71.09715759,D4,South End
2867,MAVERICK ST,42.36880621,-71.03585732,A7,East Boston
2868,BOWDOIN ST,42.30465897,-71.06912603,C11,Dorchester
2869,WASHINGTON ST,42.33094752,-71.08285104,B2,Roxbury
2870,HANCOCK ST,42.31424792,-71.06560782,C11,Dorchester
2871,BIRD ST,42.31385973,-71.06958522,B2,Roxbury
2872,BEACON ST,42.347497,-71.101763,D4,South End
2873,MAGNOLIA SQ,42.31513535,-71.0719578,B2,Roxbury
2874,WATERLOW ST,42.29788338,-71.07641492,B3,Mattapan
2876,COURTLAND RD,42.28611951,-71.09573992,B3,Mattapan
2877,SHAWMUT AVE,42.33602271,-71.0799671,D4,South End
2878,LINCOLN ST,42.25856618,-71.11951626,E18,Hyde Park
2879,HOSMER ST,42.28079658,-71.09039724,B3,Mattapan
2880,BELDEN ST,42.32005616,-71.06587012,B2,Roxbury
2882,RONALD ST,42.30475058,-71.0783836,C11,Dorchester
2883,WASHINGTON ST,42.32104457,-71.09281974,B2,Roxbury
2884,NONANTUM ST,42.34993397,-71.17187576,D14,Brighton
2887,BROOKS ST,42.38051227,-71.03610466,A7,East Boston
2888,LAWRENCE AVE,42.31204931,-71.07700088,B2,Roxbury
2889,TREMONT ST,42.33865454,-71.08145687,D4,South End
2890,WARREN ST,42.31993295,-71.08157395,B2,Roxbury
