LOCATIONID,STREET,LAT,LON,POLICE_DISTRICT,DISTRICT
15045,INXS MATE,-1,-1,,
15046,KENMARE RD,42.28,-71.06,C11,Dorchester
15047,PARK DR,42.34,-71.1,A1,Downtown?
15048,MINNIE CT,42.33,-71.04,C6,South Boston
15049,PENINSULA PL,42.32,-71.04,C6,South Boston
15050,,42.27,-71.1,,
15051,CEDAR ST,42.33,-71.09,B2,Roxbury
15052,FRANCLAIRE DR,42.27,-71.15,E5,West Roxbury
15053,ENNEKING PKWY,42.26,-71.14,E18,Hyde Park
15054,BAKER ST,42.28,-71.17,E5,West Roxbury
15055,NEWCROFT CIR,,,B3,Mattapan
15056,RIVER ST,42.27,-71.07,B3,Mattapan
15057,MISHAWUM ST,,,A15,Charlestown
15058,E HUMPHREYS ST,,,B2,Roxbury
15059,GEORGE ST,42.32,-71.07,B2,Roxbury
15060,LOMASNEY WAY,42.36,-71.06,A1,Downtown?
15061,CAMP HARBOR VIEW,,,,
15062,WARREN ST,42.32,-71.08,B2,Roxbury
15063,BERRY ST,,,B3,Mattapan
15064,,-1,-1,A15,Charlestown
15065,SYCAMORE ST,42.28,-71.13,E5,West Roxbury
15066,CHAPEL RD,42.27,-71.11,E18,Hyde Park
15067,LOMASNEY WAY,42.37,-71.06,A1,Downtown?
15068,ALPHEUS RD,,,E18,Hyde Park
15069,STOCKWELL ST,42.33,-71.11,B2,Roxbury
15070,C ST,42.34,-71.05,C6,South Boston
15071,SHAWMUT AVE,42.33,-71.09,B2,Roxbury
15072,FRAWLEY ST,,,B2,Roxbury
15073,PEARL ST,42.38,-71.06,A15,Charlestown
15074,TREMONT ST,42.33,-71.09,B2,Roxbury
15075,HARLEY ST,42.29,-71.07,C11,Dorchester
15076,N MUNROE TER,42.29,-71.05,C11,Dorchester
15077,E EIGHTH ST,42.33,-71.04,C6,South Boston
15078,HOBART ST,42.36,-71.16,D14,Brighton
15079,DAVITT ST,42.31,-71.05,C11,Dorchester
15080,PRINCE ST,42.37,-71.06,A1,Downtown?
15081,WARREN AVE,42.34,-71.08,D4,South End
15082,HALLRON ST,42.27,-71.13,E18,Hyde Park
15083,S WAVERLY ST,42.36,-71.14,D14,Brighton
15084,BROADWAY ST,42.35,-71.07,A1,Downtown?
15085,PELHAM ST,42.34,-71.07,D4,South End
15086,MORRIS ST,42.38,-71.03,A7,East Boston
15087,MOUNTAIN AVE,42.29,-71.09,B3,Mattapan
15088,WILLOWWOOD ST,42.28,-71.09,B3,Mattapan
15089,WARREN ST,,,A15,Charlestown
15090,DEAD END,,,A7,East Boston
15091,DORCHESTER AVE,42.29,-71.06,C11,Dorchester
15092,DALE ST,42.32,-71.09,B2,Roxbury
15093,MARLOU TER,42.31,-71.11,E13,Jamaica Plain
15094,,42.36,-71.05,A1,Downtown?
15095,STUART ST,42.35,-71.07,A1,Downtown?
15096,MARCY RD,42.27,-71.1,B3,Mattapan
15097,HOOPER ST,42.29,-71.07,C11,Dorchester
15098,LINDEN ST,42.31,-71.06,C11,Dorchester
15099,BENNINGTON ST,42.38,-71.03,A7,East Boston
15100,,42.27,-71.15,,
15101,HURON CIR,42.28,-71.06,C11,Dorchester
15102,WRENTHAM ST,42.29,-71.06,C11,Dorchester
15103,WHIPPLE ST,42.35,-71.09,D4,South End
15104,EVERTON ST,42.3,-71.07,C11,Dorchester
15105,CHARLES,-1,-1,,
15106,,42.34,-71.1,D4,South End
15107,WALL ST,42.38,-71.07,A15,Charlestown
15108,JEFFERSON ST,42.35,-71.07,A1,Downtown?
15109,E EAGLE ST,42.38,-71.03,A7,East Boston
15110,EVERETT ST,42.31,-71.11,E13,Jamaica Plain
15111,SANGER ST,42.33,-71.04,C6,South Boston
15112,HYDE PARK AVE,42.26,-71.12,E18,Hyde Park
15113,HARVARD ST,42.29,-71.09,B3,Mattapan
15114,CENTRE ST,42.31,-71.12,E13,Jamaica Plain
15115,MEDFORD ST,42.38,-71.07,A15,Charlestown
15116,UNION ST,42.35,-71.15,D14,Brighton
15117,BAYSWATER ST,42.38,-71,A7,East Boston
15118,MARIPOSA ST,42.27,-71.11,E18,Hyde Park
15119,COMM,,,,
15120,WOODROW AVE,42.29,-71.08,B3,Mattapan
15121,ANTWERP ST,42.36,-71.14,D14,Brighton
15122,,42.34,-71.08,D4,South End
15123,ARCH ST,42.35,-71.06,C6,South Boston
15124,ROBIN ST,42.28,-71.15,E5,West Roxbury
15125,REDFIELD ST,42.29,-71.04,C11,Dorchester
15126,DAY ST,42.32,-71.11,E13,Jamaica Plain
15127,MOUNT VERNON ST,42.29,-71.16,E5,West Roxbury
15128,MAGNOLIA ST,42.31,-71.07,B2,Roxbury
15129,BERNARD ST,42.29,-71.08,B3,Mattapan
15130,BASE,,,D4,South End
15131,ARBORWAY,,,B3,Mattapan
15132,CLARENCE ST,42.32,-71.07,B2,Roxbury
15133,FOREST HILLS ST,42.3,-71.1,E13,Jamaica Plain
15134,COLUMBUS,,,B2,Roxbury
15135,DAKOTA ST,42.3,-71.07,C11,Dorchester
15136,ADAMS ST,42.29,-71.06,C11,Dorchester
15137,DORCHESTER AVE,42.35,-71.05,C6,South Boston
15138,HORACE ST,42.38,-71.02,A7,East Boston
15139,CHESTNUT AVE,42.32,-71.11,E13,Jamaica Plain
15140,HARVARD AVE,42.35,-71.13,D14,Brighton
15141,CAPEN ST,,,B3,Mattapan
15142,,42.28,-71.12,E18,Hyde Park
15143,CHELSEA ST,42.37,-71.06,A15,Charlestown
15144,TD GARDEN,-1,-1,A1,Downtown?
15145,ALVAH KITTREDGE PARK,42.33,-71.09,B2,Roxbury
15146,BLUE HILL AVE,42.3,-71.09,E18,Hyde Park
15147,BUCKNAM ST,42.33,-71.1,B2,Roxbury
15148,CENTRE ST,42.27,-71.16,E5,West Roxbury
15149,OYSTER BAY RD,42.32,-71.04,C6,South Boston
15150,PRESCOTT ST,42.38,-71.03,A7,East Boston
15151,ALLSTON ST,42.35,-71.14,D14,Brighton
15152,BOWDOIN ST,42.31,-71.07,A1,Downtown?
15153,HIGH ST,,,A15,Charlestown
15154,HUDSON ST,42.35,-71.06,A1,Downtown?
15155,JEWISH WAR VETERANS DR,42.3,-71.1,B2,Roxbury
15156,ARLINGTON ST,42.26,-71.12,E18,Hyde Park
15157,BOSTON ST,42.33,-71.06,B2,Roxbury
15158,HERBERT ST,42.3,-71.07,B3,Mattapan
15159,ALABAMA ST,42.27,-71.1,B3,Mattapan
15160,BELFORT ST,42.32,-71.06,C11,Dorchester
15161,CASTLE ISLAND,,,C6,South Boston
15162,BARRY ST,42.25,-71.13,E18,Hyde Park
15163,HIGHCREST RD,42.27,-71.14,E5,West Roxbury
15164,PROVIDENCE ST,42.26,-71.12,E18,Hyde Park
15165,PING ON ST,42.35,-71.06,A1,Downtown?
15166,BRADFIELD AVE,42.29,-71.14,E5,West Roxbury
15167,TRENTON ST,42.38,-71.03,A7,East Boston
15168,CLIFTONDALE ST,42.28,-71.13,E5,West Roxbury
15169,RIVER ST,42.26,-71.11,E18,Hyde Park
15170,FRANKLIN ST,42.36,-71.06,A1,Downtown?
15171,HUMBOLDT AVE,42.32,-71.09,B2,Roxbury
15172,ELM ST,42.38,-71.06,A15,Charlestown
15173,JOHNSWOOD RD,42.28,-71.12,E5,West Roxbury
15174,NELSON DR,,,B3,Mattapan
15175,WALDECK ST,42.3,-71.07,C11,Dorchester
15176,JOSEPH AGRI ST,42.33,-71.05,C6,South Boston
15177,WALNUT RD,42.26,-71.16,E5,West Roxbury
15178,NIX'S MATE,-1,-1,,
15179,PARIS ST,42.37,-71.04,A7,East Boston
15180,PARIS ST,,,A7,East Boston
15181,HAROLD ST,42.32,-71.09,B2,Roxbury
15182,THIRTEENTH ST,42.38,-71.05,A15,Charlestown
15183,GARDNER ST,42.35,-71.12,D14,Brighton
15184,ALLENWOOD ST,42.28,-71.15,E5,West Roxbury
15185,BACK ST,42.35,-71.08,D4,South End
15186,MONTFERN AVE,42.35,-71.16,D14,Brighton
15187,OLNEY ST,42.3,-71.07,C11,Dorchester
15188,MAIN ST,42.37,-71.06,A15,Charlestown
15189,BURTON ST,42.35,-71.17,D14,Brighton
15190,,42.31,-71.1,E13,Jamaica Plain
15191,CORINTH ST,42.29,-71.13,E5,West Roxbury
15192,HARRISON AVE,42.33,-71.08,D4,South End
15193,N ST,42.33,-71.03,C6,South Boston
15194,LAMARTINE ST,42.31,-71.11,E13,Jamaica Plain
15195,SPRINGER ST,42.33,-71.04,C6,South Boston
15196,N BEACON ST,42.35,-71.14,D14,Brighton
15197,SAINT ALPHONSUS ST,42.33,-71.1,B2,Roxbury
15198,ELMIRA ST,42.35,-71.15,D14,Brighton
15199,GAYLAND ST,42.32,-71.08,B2,Roxbury
15200,COLUMBUS AVE,42.34,-71.08,D4,South End
15201,MINOT ST,42.28,-71.05,C11,Dorchester
15202,MOUNT VERNON ST,42.36,-71.07,A1,Downtown?
15203,CHARLES ST,42.35,-71.07,C11,Dorchester
15204,THORNTON ST,42.32,-71.09,B2,Roxbury
15205,ELLIS ST,42.32,-71.09,B2,Roxbury
15206,LINLEY TER,42.34,-71.04,C6,South Boston
15207,GOODWAY RD,42.29,-71.11,E13,Jamaica Plain
15208,,42.3,-71.07,C11,Dorchester
15209,FANEUIL ST,42.35,-71.16,D14,Brighton
15210,METROPOLITAN AVE,42.25,-71.11,E18,Hyde Park
15211,CORNELL ST,42.28,-71.13,E5,West Roxbury
15212,AMBOY ST,42.36,-71.12,D14,Brighton
15213,ALPINE ST,42.33,-71.09,B2,Roxbury
15214,GLENARM ST,42.3,-71.08,B3,Mattapan
15215,MEDFORD ST,42.38,-71.05,A15,Charlestown
15216,HAROLD ST,42.32,-71.09,B2,Roxbury
15217,LIBBEY ST,42.29,-71.17,E5,West Roxbury
15218,N MARGIN ST,42.37,-71.06,A1,Downtown?
15219,DORCHESTER AVE,42.34,-71.06,C6,South Boston
15220,DORCHESTER AVE,42.3,-71.06,C11,Dorchester
15221,E SIXTH ST,42.33,-71.04,C6,South Boston
15222,CHILD ST,42.26,-71.13,E18,Hyde Park
15223,E ST,,,C6,South Boston
15224,ADELAIDE ST,42.32,-71.11,E13,Jamaica Plain
15225,NORRIS RD,42.25,-71.11,E18,Hyde Park
15226,ARCOLA ST,42.32,-71.11,E13,Jamaica Plain
15227,ASHFORD ST,42.35,-71.13,D14,Brighton
15228,EGLESTON ST,,,E13,Jamaica Plain
15229,FROST AVE,42.29,-71.05,C11,Dorchester
15230,W ROBERT S PEABODY CIR,42.3,-71.09,B2,Roxbury
15231,E THIRD ST,42.34,-71.04,C6,South Boston
15232,CARPENTER ST,42.33,-71.06,C6,South Boston
15233,FORBES ST,42.32,-71.11,C11,Dorchester
15234,GENERAL LAWRENCE LOGAN WA,,,C6,South Boston
15235,PREBLE ST,42.33,-71.05,C6,South Boston
15236,RUSSELL ST,42.38,-71.06,A15,Charlestown
15237,WASHINGTON ST,42.27,-71.14,E18,Hyde Park
15238,0 MASS AVE,,,D4,South End
15239,DIST 6,,,C6,South Boston
15240,ATLANTIC AVE,42.35,-71.06,A1,Downtown?
15241,ERIE ST,42.3,-71.08,B3,Mattapan
15242,COLUMBIA RD,42.32,-71.07,C11,Dorchester
15243,BEECH ST,42.28,-71.13,E5,West Roxbury
15244,WASHINGTON ST,42.35,-71.16,D14,Brighton
15245,MILTON AVE,42.28,-71.08,B3,Mattapan
15246,IONA ST,42.29,-71.15,E5,West Roxbury
15247,MEDFORD ST,,,A15,Charlestown
15248,BECKLER AVE,42.33,-71.04,C6,South Boston
15249,B ST,,,C6,South Boston
15250,MASSACHUSETTS AVE,42.34,-71.08,B2,Roxbury
15251,BICKFORD ST,42.33,-71.1,E13,Jamaica Plain
15252,DENNIS ST,42.32,-71.07,B2,Roxbury
15253,SUNSET HILL RD,42.29,-71.14,E5,West Roxbury
15254,ROBIN ST,42.28,-71.14,E5,West Roxbury
15255,WASHINGTON ST,42.3,-71.07,B3,Mattapan
15256,CHELSEA ST,42.37,-71.04,A7,East Boston
15257,BLUE HILL AVE,42.32,-71.08,B2,Roxbury
15258,EDGEWATER DR,42.27,-71.1,E18,Hyde Park
15259,AMERICAN LEGION,-1,-1,,
15260,WARREN AVE,42.34,-71.07,D4,South End
15261,AMERICAN LEGION HWY,42.28,-71.12,E18,Hyde Park
15262,MARKET ST,42.36,-71.15,D14,Brighton
15263,IRON ST,42.34,-71.05,C6,South Boston
15264,PORTER ST,42.37,-71.04,A7,East Boston
15265,SYMPHONY RD,42.34,-71.09,D4,South End
15266,TAYLOR ST,42.29,-71.04,C11,Dorchester
15267,A ST,42.34,-71.06,C6,South Boston
15268,NEWCOMB ST,42.33,-71.08,D4,South End
15269,DIETZ RD,42.25,-71.14,E18,Hyde Park
15270,MAIN ST,42.38,-71.07,A15,Charlestown
15271,SAINT JAMES ST,42.33,-71.09,B2,Roxbury
15272,OTIS PL,42.28,-71.13,E5,West Roxbury
15273,VARICK RD,42.28,-71.17,E5,West Roxbury
15274,SOUTH ST,42.29,-71.13,E5,West Roxbury
15275,ASPEN ST,42.32,-71.08,B2,Roxbury
15276,MAVERICK ST,42.37,-71.03,A7,East Boston
15277,GUEST ST,42.36,-71.15,D14,Brighton
15278,MONTGOMERY ST,,,D4,South End
15279,LARK ST,42.33,-71.05,C6,South Boston
15280,WESTERN AVE,42.36,-71.13,D14,Brighton
15281,CENTRE ST,42.32,-71.11,E13,Jamaica Plain
15282,GROVE ST,42.26,-71.16,E5,West Roxbury
15283,COPELAND ST,42.32,-71.08,C11,Dorchester
15284,PEAK HILL RD,42.29,-71.15,E5,West Roxbury
15285,GLENHAVEN RD,42.27,-71.16,E5,West Roxbury
15286,WOLLASTON TER,42.29,-71.08,B3,Mattapan
15287,ORANGE ST,42.29,-71.14,E5,West Roxbury
15288,CENTRAL SQ,42.37,-71.04,A7,East Boston
15289,NORTH ST,42.37,-71.05,A1,Downtown?
15290,LINCOLN ST,42.36,-71.13,D14,Brighton
15291,PARK DR,42.34,-71.1,D4,South End
15292,MAIN ST,42.38,-71.07,A15,Charlestown
15293,COLCHESTER ST,42.23,-71.13,E18,Hyde Park
15294,KIRKWOOD RD,42.34,-71.16,D14,Brighton
15295,RIDGEWOOD ST,42.3,-71.07,C11,Dorchester
15296,KENILWORTH ST,42.33,-71.09,B2,Roxbury
15297,CHAMBERLAIN ST,42.3,-71.07,B3,Mattapan
15298,SKYLINE RD,42.25,-71.11,E18,Hyde Park
15299,GRIGGS ST,42.35,-71.13,D14,Brighton
15300,PORTINA RD,42.34,-71.16,D14,Brighton
15301,EDISON GRN,42.32,-71.06,C11,Dorchester
15302,WILLERS ST,42.26,-71.15,E5,West Roxbury
15303,ADAMS ST,42.3,-71.06,C11,Dorchester
15304,BARRY ST,42.31,-71.07,C11,Dorchester
15305,LORING ST,42.25,-71.12,E18,Hyde Park
15306,BRINSLEY ST,,,C11,Dorchester
15307,TAYLOR ST,42.29,-71.04,C11,Dorchester
15308,PEARL ST,42.38,-71.06,A15,Charlestown
15309,WEBSTER ST,42.37,-71.03,A7,East Boston
15310,MEADOWBANK AVE,42.27,-71.08,B3,Mattapan
15311,NEWKIRK ST,42.3,-71.05,C11,Dorchester
15312,CUMSTON PL,42.34,-71.08,D4,South End
15313,JAMAICAWAY,42.32,-71.12,E13,Jamaica Plain
15314,DENNY ST,42.31,-71.05,C11,Dorchester
15315,ROSLYN PL,42.32,-71.11,E13,Jamaica Plain
15316,GORE ST,42.33,-71.1,B2,Roxbury
15317,COTTON ST,42.29,-71.13,E5,West Roxbury
15318,BAXTER RD,42.37,-71.05,A15,Charlestown
15319,E SECOND ST,42.34,-71.03,C6,South Boston
15320,ARBORVIEW RD,42.3,-71.13,E13,Jamaica Plain
15321,HOLBORN ST,42.32,-71.08,B2,Roxbury
15322,MARGARET ST,42.37,-71.06,A1,Downtown?
15323,BOYLSTON ST,42.35,-71.06,A1,Downtown?
15324,GALLIVAN BLVD,42.28,-71.05,C11,Dorchester
15325,BELLEVUE ST,42.31,-71.07,C11,Dorchester
15326,MINOT ST,42.29,-71.05,C11,Dorchester
15327,DORCHESTER ST,42.33,-71.05,C6,South Boston
15328,ATLANTIC AVE,42.36,-71.05,A1,Downtown?
15329,AUTUMN ST,42.34,-71.11,B2,Roxbury
15330,LAKE ST,42.35,-71.16,D14,Brighton
15331,DELANO PARK,42.28,-71.13,E5,West Roxbury
15332,N HARVARD ST,42.36,-71.13,D14,Brighton
15333,RAYMOND ST,42.36,-71.13,D14,Brighton
15334,BOWDOIN PARK,42.31,-71.07,C11,Dorchester
15335,INDUSTRIAL DR,42.24,-71.13,E18,Hyde Park
15336,BROOKFORD ST,42.32,-71.08,B2,Roxbury
15337,BAY STATE RD,42.35,-71.1,D4,South End
15338,TORREY ST,42.29,-71.08,B3,Mattapan
15339,GALLIVAN BLVD,42.28,-71.08,B3,Mattapan
15340,SUMMER ST,42.35,-71.06,A1,Downtown?
15341,DORR ST,42.33,-71.09,B2,Roxbury
15342,BOWDOIN,,,C11,Dorchester
15343,COOLIDGE RD,42.36,-71.13,D14,Brighton
15344,W NEWTON ST,42.34,-71.07,D4,South End
15345,EASTON ST,42.36,-71.13,D14,Brighton
15346,WALTHAM ST,42.34,-71.07,A1,Downtown?
15347,PLEASANT ST,42.37,-71.06,A15,Charlestown
15348,L&G,,,,
15349,PURCHASE ST,42.35,-71.06,A1,Downtown?
15350,D ST,42.34,-71.05,C6,South Boston
15351,SEYMOUR ST,42.28,-71.12,E5,West Roxbury
15352,ATHELWOLD ST,42.3,-71.08,B3,Mattapan
15353,GAY HEAD ST,42.33,-71.1,E13,Jamaica Plain
15354,TAUNTON AVE,42.27,-71.11,E18,Hyde Park
15355,NORTH SHORE RD,,,B2,Roxbury
15356,WALDEMAR AVE,42.39,-71.01,A7,East Boston
15357,COPELAND PARK,42.32,-71.08,B2,Roxbury
15358,BERKELEY ST,42.35,-71.07,D4,South End
15359,CORNELIA ST,42.34,-71.1,B2,Roxbury
15360,COLUMBUS AVE,42.32,-71.1,B2,Roxbury
15361,NORFOLK ST,42.29,-71.08,B3,Mattapan
15362,LONGFELLOW PL,,,A1,Downtown?
15363,ITASCA ST,42.27,-71.1,B3,Mattapan
15364,MELNEA CASS BLVD,42.33,-71.07,C6,South Boston
15365,ZEIGLER ST,42.33,-71.08,B3,Mattapan
15366,E SECOND ST,42.34,-71.04,C6,South Boston
15367,WARREN ST,42.32,-71.08,B2,Roxbury
15368,GREENFIELD RD,42.27,-71.1,E18,Hyde Park
15369,DECATUR ST,42.38,-71.06,A15,Charlestown
15370,FLAGSHIP WAY,42.37,-71.05,A15,Charlestown
15371,GALLIVAN BLVD,42.28,-71.06,C11,Dorchester
15372,NORMANDY ST,42.31,-71.08,B2,Roxbury
15373,BRIGHTON ST,42.38,-71.08,A15,Charlestown
15374,ADAMS ST,42.29,-71.06,C11,Dorchester
15375,MIDDLETON ST,42.28,-71.09,B3,Mattapan
15376,MINOT ST,42.28,-71.06,C11,Dorchester
15377,BEACH POINT PL,42.32,-71.04,C6,South Boston
15378,BARRY ST,42.31,-71.07,C11,Dorchester
15379,LAMARTINE ST,42.32,-71.11,E13,Jamaica Plain
15380,WALWORTH ST,42.28,-71.14,E5,West Roxbury
15381,YARMOUTH ST,42.35,-71.08,D4,South End
15382,HARRISON AVE,42.33,-71.08,B2,Roxbury
15383,GRANADA AVE,42.28,-71.13,E5,West Roxbury
15384,PUBLIC ALLEY NO 423,,,D4,South End
15385,,42.33,-71.07,D4,South End
15386,F ST,42.34,-71.05,C6,South Boston
15387,B ST,42.34,-71.05,C6,South Boston
15388,SEVENTH ST,42.38,-71.05,A15,Charlestown
15389,ELVEN RD,42.29,-71.12,E5,West Roxbury
15390,UNDINE RD,42.34,-71.17,D14,Brighton
15391,BABE RUTH PARK DR,42.33,-71.05,C6,South Boston
15392,B ST,42.35,-71.04,C6,South Boston
15393,BELMORE TER,42.32,-71.11,E13,Jamaica Plain
15394,CAPEN ST,42.28,-71.08,B3,Mattapan
15395,HARVARD ST,42.29,-71.09,B3,Mattapan
15396,MARLIN RD,42.29,-71.17,E5,West Roxbury
15397,FOX ST,42.31,-71.06,C11,Dorchester
15398,DUBOIS ST,42.33,-71.08,B2,Roxbury
15399,FARGO ST,42.34,-71.04,C6,South Boston
15400,BATCHELDER ST,42.32,-71.07,B2,Roxbury
15401,RIVER ST,,,B3,Mattapan
15402,BOWDOIN ST,42.3,-71.07,C11,Dorchester
15403,WASHINGTON ST,42.35,-71.17,D14,Brighton
15404,DRY DOCK AVE,42.34,-71.03,C6,South Boston
15405,DUDLEY ST,42.32,-71.07,B2,Roxbury
15406,ADAMS ST,42.29,-71.05,C11,Dorchester
15407,HUNTINGTON AVE,42.34,-71.09,D4,South End
15408,MERRIMAC ST,42.36,-71.06,A1,Downtown?
15409,BRADLEE ST,42.27,-71.12,E18,Hyde Park
15410,MAITLAND ST,42.35,-71.1,D4,South End
15411,SOUTHBOURNE RD,42.29,-71.12,E13,Jamaica Plain
15412,K ST,42.34,-71.04,C6,South Boston
15413,BLUE HILL AVE,42.32,-71.08,B2,Roxbury
15414,CONGRESS ST,,,B2,Roxbury
15415,FISH PIER RD,-1,-1,C6,South Boston
15416,HUNTINGTON AVE,42.35,-71.08,D4,South End
15417,W MILTON ST,42.24,-71.14,E18,Hyde Park
15418,BRIGHAM ST,42.37,-71.03,A7,East Boston
15419,LOGAN ST,42.33,-71.09,B2,Roxbury
15420,JEFFRIES ST,42.36,-71.03,A7,East Boston
15421,CLARENDON ST,42.35,-71.07,D4,South End
15422,PORTER ST,42.37,-71.04,A7,East Boston
15423,QUARLEY RD,42.29,-71.12,E18,Hyde Park
15424,CUMMINS HWY,42.27,-71.1,B3,Mattapan
15425,KELTON ST,42.35,-71.14,D14,Brighton
15426,JOSEPH AGRI ST,42.33,-71.05,C6,South Boston
15427,COMMONWEALTH AVE,42.35,-71.09,D4,South End
15428,GALLIVAN BLVD,42.28,-71.05,C11,Dorchester
15429,SEAVERNS AVE,42.31,-71.11,E13,Jamaica Plain
15430,MEAD ST,42.36,-71.13,D14,Brighton
15431,WESTBOURNE ST,42.28,-71.14,E5,West Roxbury
15432,F ST,42.34,-71.05,C6,South Boston
15433,HERRICK ST,42.36,-71.14,D14,Brighton
15434,SAYWARD PL,42.33,-71.06,C6,South Boston
15435,GRETTER RD,42.29,-71.14,E5,West Roxbury
15436,HARRISON AVE,42.33,-71.08,B2,Roxbury
15437,TRAIN ST,42.29,-71.05,C11,Dorchester
15438,MASSPORT HAUL RD,,,C6,South Boston
15439,BEECH ST,42.27,-71.13,E5,West Roxbury
15440,COURTNEY RD,42.3,-71.15,E5,West Roxbury
15441,WASHINGTON ST,42.27,-71.15,E5,West Roxbury
15442,ALICIA RD,42.28,-71.07,C11,Dorchester
15443,LESEUR RD,42.25,-71.11,E18,Hyde Park
15444,ARLINGTON ST,42.35,-71.07,D4,South End
15445,LEICESTER ST,42.35,-71.15,D14,Brighton
15446,HARVARD AVE,42.26,-71.12,E18,Hyde Park
15447,OLD COLONY AVE,42.33,-71.05,C6,South Boston
15448,I 93 N,,,C6,South Boston
15449,GLOUCESTER ST,42.35,-71.09,D4,South End
15450,N MUNROE TER,42.29,-71.05,C11,Dorchester
15451,MEDFORD ST,42.38,-71.07,A15,Charlestown
15452,SAINT EDWARD RD,42.39,-71,A7,East Boston
15453,BETHUNE WAY,42.33,-71.08,B2,Roxbury
15454,DORCHESTER ST,42.33,-71.06,C6,South Boston
15455,SCHOOL ST,42.36,-71.06,E18,Hyde Park
15456,MILLSTONE RD,42.23,-71.13,E18,Hyde Park
15457,ARCH ST,42.36,-71.06,A1,Downtown?
15458,RESERVATION RD,42.25,-71.13,E18,Hyde Park
15459,NORWOOD ST,42.29,-71.05,C11,Dorchester
15460,ATLANTIC,,,,
15461,AUGUSTUS AVE,42.28,-71.13,E5,West Roxbury
15462,WELD ST,42.29,-71.14,E5,West Roxbury
15463,FAUNCE RD,42.27,-71.09,B3,Mattapan
15464,MINDEN ST,42.32,-71.1,E13,Jamaica Plain
15465,ANDERSON ST,42.36,-71.07,A1,Downtown?
15466,NORTHBOURNE RD,42.29,-71.12,E13,Jamaica Plain
15467,BLAKE ST,42.27,-71.11,E18,Hyde Park
15468,ROANOKE RD,42.27,-71.11,E18,Hyde Park
15469,INDIA ST,42.36,-71.05,A1,Downtown?
15470,W BROOKLINE ST,42.34,-71.07,D4,South End
15471,JASON TER,42.33,-71.04,C6,South Boston
15472,BPD RANGE,-1,-1,,
15473,GLEN ST,42.31,-71.07,C11,Dorchester
15474,SAINT MARTIN ST,42.38,-71.07,A15,Charlestown
15475,CEMETERY RD,,,B2,Roxbury
15476,CLIFFMOUNT ST,,,E18,Hyde Park
15477,ADAMS ST,42.28,-71.06,C11,Dorchester
15478,ERIE PL,,,E13,Jamaica Plain
15479,CONGRESS ST,42.36,-71.06,A1,Downtown?
15480,COLCHESTER ST,42.23,-71.13,E18,Hyde Park
15481,WOODBOLE AVE,42.28,-71.08,B3,Mattapan
15482,COMMONWEALTH AVE,42.35,-71.11,D4,South End
15483,ACORN ST,42.36,-71.07,A1,Downtown?
15484,BLACKFAN ST,,,B2,Roxbury
15485,HOLTON ST,42.36,-71.14,D14,Brighton
15486,HAZLETON ST,42.28,-71.1,B3,Mattapan
15487,RIVER ST,42.25,-71.13,E18,Hyde Park
15488,ARBORWAY,42.3,-71.11,E13,Jamaica Plain
15489,LAWNDALE TER,42.31,-71.11,E13,Jamaica Plain
15490,PARK ST,42.3,-71.06,C11,Dorchester
15491,SAINT CECILIA ST,42.35,-71.09,D4,South End
15492,MERCER ST,42.33,-71.05,C6,South Boston
15493,COSTELLO CIR,42.34,-71.05,C6,South Boston
15494,NORTH ST,42.36,-71.05,A1,Downtown?
15495,HEWLETT ST,42.29,-71.13,E5,West Roxbury
15496,PAYNE ST,42.29,-71.05,C11,Dorchester
15497,BOWDOIN AVE,42.3,-71.07,C11,Dorchester
15498,PEARL ST,42.38,-71.06,A15,Charlestown
15499,DORCHESTER AVE,42.33,-71.06,C6,South Boston
15500,KENSINGTON ST,,,B2,Roxbury
15501,NEW ST,42.37,-71.04,A7,East Boston
15502,WHITRIDGE ST,42.28,-71.05,C11,Dorchester
15503,MINTON ST,42.31,-71.1,E13,Jamaica Plain
15504,REED ST,42.33,-71.08,D4,South End
15505,ROYS ST,42.32,-71.1,E13,Jamaica Plain
15506,CAMBRIDGE ST,42.38,-71.08,A15,Charlestown
15507,COLUMBUS AVE,42.32,-71.1,E13,Jamaica Plain
15508,ELGIN ST,42.28,-71.16,E5,West Roxbury
15509,WILBUR CT,42.37,-71.04,A7,East Boston
15510,ASHFORD ST,42.35,-71.12,D14,Brighton
15511,MONUMENT SQ,42.38,-71.06,A15,Charlestown
15512,W FOURTH ST,42.34,-71.06,C6,South Boston
15513,BRIMMER ST,42.36,-71.07,A1,Downtown?
15514,CASS,-1,-1,,
15515,MARYLAND ST,42.31,-71.06,C11,Dorchester
15516,ASHFORD ST,42.35,-71.13,D14,Brighton
15517,CANTON PL,42.34,-71.08,D4,South End
15518,TILESBORO ST,42.29,-71.05,C11,Dorchester
15519,PARK DR,42.34,-71.1,D4,South End
15520,FESSENDEN ST,42.28,-71.09,C11,Dorchester
15521,SAINT BOTOLPH ST,42.34,-71.09,D4,South End
15522,BLAKEMORE ST,42.29,-71.12,E5,West Roxbury
15523,BENNINGTON ST,42.39,-71,A7,East Boston
15524,KEYSTONE ST,42.27,-71.16,E5,West Roxbury
15525,,42.29,-71.11,,
15526,YORKTOWN ST,42.29,-71.16,E5,West Roxbury
15527,FREEPORT ST,42.3,-71.05,C11,Dorchester
15528,PUBLIC ALLEY NO 441,,,D4,South End
